source_row,property_size,location,renovation_cost,post_renovation_value,unit_type,sqft_renovated,sqft_to_add,material_grade,structural_change,reno_bathroom,reno_bedroom,reno_kitchen,reno_living_room,reno_other_custom,reno_full_renovation
1563,869,420882.7322267811,51386.28,256274.81184999997,other/custom,191,0.0,2,0,0,0,0,0,1,0
1564,3419,748385.3759477742,82459.51000000001,696283.1275749999,living room,422,0.0,2,0,0,0,0,1,0,0
1564,3419,748385.3759477742,82459.51000000001,696283.1275749999,other/custom,425,0.0,1,0,0,0,0,0,1,0
1565,1282,514826.1349765647,78673.95,456010.07579999993,bedroom,215,0.0,0,0,0,1,0,0,0,0
1565,1282,514826.1349765647,78673.95,456010.07579999993,bedroom,204,0.0,1,0,0,1,0,0,0,0
1565,1282,514826.1349765647,78673.95,456010.07579999993,living room,280,181.95804195804195,0,1,0,0,0,1,0,0
1566,3184,636523.1519029945,360815.58,707303.9802666667,bedroom,317,0.0,1,0,0,1,0,0,0,0
1566,3184,636523.1519029945,360815.58,707303.9802666667,bedroom,279,0.0,0,0,0,1,0,0,0,0
1566,3184,636523.1519029945,360815.58,707303.9802666667,bedroom,296,0.0,0,0,0,1,0,0,0,0
1566,3184,636523.1519029945,360815.58,707303.9802666667,bedroom,288,0.0,2,0,0,1,0,0,0,0
1566,3184,636523.1519029945,360815.58,707303.9802666667,bedroom,291,0.0,0,0,0,1,0,0,0,0
1566,3184,636523.1519029945,360815.58,707303.9802666667,bathroom,135,0.0,2,0,1,0,0,0,0,0
1566,3184,636523.1519029945,360815.58,707303.9802666667,bathroom,132,0.0,2,0,1,0,0,0,0,0
1566,3184,636523.1519029945,360815.58,707303.9802666667,bathroom,124,0.0,1,0,1,0,0,0,0,0
1566,3184,636523.1519029945,360815.58,707303.9802666667,living room,383,301.0,0,1,0,0,0,1,0,0
1567,2535,729059.2861618154,313865.57000000007,882907.0326285715,bedroom,243,322.0,0,1,0,1,0,0,0,0
1567,2535,729059.2861618154,313865.57000000007,882907.0326285715,bedroom,274,322.0,1,1,0,1,0,0,0,0
1567,2535,729059.2861618154,313865.57000000007,882907.0326285715,bedroom,284,322.0,2,1,0,1,0,0,0,0
1567,2535,729059.2861618154,313865.57000000007,882907.0326285715,bedroom,319,0.0,2,0,0,1,0,0,0,0
1567,2535,729059.2861618154,313865.57000000007,882907.0326285715,bathroom,111,0.0,1,0,1,0,0,0,0,0
1567,2535,729059.2861618154,313865.57000000007,882907.0326285715,bathroom,146,151.0,2,1,1,0,0,0,0,0
1567,2535,729059.2861618154,313865.57000000007,882907.0326285715,living room,414,0.0,0,0,0,0,0,1,0,0
1568,3583,583628.098793705,81306.03,500776.78805,bathroom,115,0.0,2,0,1,0,0,0,0,0
1568,3583,583628.098793705,81306.03,500776.78805,other/custom,407,0.0,0,0,0,0,0,0,1,0
1569,1189,362201.48039049795,54160.93,430527.40264999995,bathroom,103,0.0,0,0,1,0,0,0,0,0
1569,1189,362201.48039049795,54160.93,430527.40264999995,living room,269,0.0,2,0,0,0,0,1,0,0
1570,1158,258538.89048027052,57587.75,304618.62475,bathroom,101,0.0,2,0,1,0,0,0,0,0
1570,1158,258538.89048027052,57587.75,304618.62475,other/custom,258,0.0,0,0,0,0,0,0,1,0
1571,2504,635761.4082269554,76983.01,497071.3729000001,bathroom,112,0.0,0,0,1,0,0,0,0,0
1571,2504,635761.4082269554,76983.01,497071.3729000001,other/custom,400,301.0,0,1,0,0,0,0,1,0
1572,6870,2492746.2538584336,77994.06,2514910.2762,bathroom,131,151.0,1,1,1,0,0,0,0,0
1572,6870,2492746.2538584336,77994.06,2514910.2762,other/custom,301,0.0,1,0,0,0,0,0,1,0
1573,6173,2511284.4665295603,80495.55,2297951.3351749997,bathroom,111,0.0,1,0,1,0,0,0,0,0
1573,6173,2511284.4665295603,80495.55,2297951.3351749997,other/custom,343,0.0,2,0,0,0,0,0,1,0
1574,2248,453214.30405612406,87507.87,490517.6708999999,living room,347,301.0,1,1,0,0,0,1,0,0
1574,2248,453214.30405612406,87507.87,490517.6708999999,kitchen,400,0.0,1,0,0,0,1,0,0,0
1575,3486,750964.4994797701,74992.8,717204.7441499998,living room,317,0.0,0,0,0,0,0,1,0,0
1575,3486,750964.4994797701,74992.8,717204.7441499998,kitchen,345,0.0,1,0,0,0,1,0,0,0
1576,4014,584499.0331593506,101238.43,598209.8905749999,living room,399,301.0,2,1,0,0,0,1,0,0
1576,4014,584499.0331593506,101238.43,598209.8905749999,other/custom,333,301.0,1,1,0,0,0,0,1,0
1577,1107,360382.7244231585,61646.79,402397.978925,bedroom,188,177.32634032634033,2,1,0,1,0,0,0,0
1577,1107,360382.7244231585,61646.79,402397.978925,kitchen,237,156.25874125874125,1,1,0,0,1,0,0,0
1578,2368,718133.5629715051,94636.25,768490.5859000001,bathroom,141,0.0,2,0,1,0,0,0,0,0
1578,2368,718133.5629715051,94636.25,768490.5859000001,kitchen,367,0.0,2,0,0,0,1,0,0,0
1579,1864,586295.9356004093,170311.1,568953.3579999999,bedroom,313,0.0,1,0,0,1,0,0,0,0
1579,1864,586295.9356004093,170311.1,568953.3579999999,bedroom,258,0.0,2,0,0,1,0,0,0,0
1579,1864,586295.9356004093,170311.1,568953.3579999999,bedroom,245,0.0,1,0,0,1,0,0,0,0
1579,1864,586295.9356004093,170311.1,568953.3579999999,kitchen,332,0.0,2,0,0,0,1,0,0,0
1580,1978,589379.4798394532,91266.27,551938.350525,living room,315,0.0,1,0,0,0,0,1,0,0
1580,1978,589379.4798394532,91266.27,551938.350525,other/custom,354,301.0,2,1,0,0,0,0,1,0
1581,1676,607003.9708666095,185350.4,500336.1594499999,bedroom,267,0.0,0,0,0,1,0,0,0,0
1581,1676,607003.9708666095,185350.4,500336.1594499999,bedroom,315,322.0,0,1,0,1,0,0,0,0
1581,1676,607003.9708666095,185350.4,500336.1594499999,bedroom,247,0.0,2,0,0,1,0,0,0,0
1581,1676,607003.9708666095,185350.4,500336.1594499999,kitchen,354,301.0,2,1,0,0,1,0,0,0
1582,4055,583917.6428237398,85514.08,556898.628,bathroom,147,0.0,2,0,1,0,0,0,0,0
1582,4055,583917.6428237398,85514.08,556898.628,living room,362,0.0,1,0,0,0,0,1,0,0
1583,1799,715063.674403916,197471.45,614393.1198,bedroom,298,0.0,2,0,0,1,0,0,0,0
1583,1799,715063.674403916,197471.45,614393.1198,bedroom,308,0.0,2,0,0,1,0,0,0,0
1583,1799,715063.674403916,197471.45,614393.1198,bedroom,273,322.0,0,1,0,1,0,0,0,0
1583,1799,715063.674403916,197471.45,614393.1198,bathroom,138,0.0,0,0,1,0,0,0,0,0
1583,1799,715063.674403916,197471.45,614393.1198,bathroom,118,0.0,0,0,1,0,0,0,0,0
1584,1947,586295.9356004093,80356.15,533572.129,kitchen,342,0.0,0,0,0,0,1,0,0,0
1584,1947,586295.9356004093,80356.15,533572.129,other/custom,389,0.0,2,0,0,0,0,0,1,0
1585,3284,635761.4082269554,78833.95999999999,697218.7162,bathroom,118,0.0,1,0,1,0,0,0,0,0
1585,3284,635761.4082269554,78833.95999999999,697218.7162,other/custom,370,0.0,1,0,0,0,0,0,1,0
1586,3255,593131.0463311035,500212.73,984070.4335875,bedroom,255,0.0,2,0,0,1,0,0,0,0
1586,3255,593131.0463311035,500212.73,984070.4335875,bedroom,272,322.0,0,1,0,1,0,0,0,0
1586,3255,593131.0463311035,500212.73,984070.4335875,bedroom,314,0.0,0,0,0,1,0,0,0,0
1586,3255,593131.0463311035,500212.73,984070.4335875,bedroom,268,0.0,1,0,0,1,0,0,0,0
1586,3255,593131.0463311035,500212.73,984070.4335875,bedroom,245,322.0,2,1,0,1,0,0,0,0
1586,3255,593131.0463311035,500212.73,984070.4335875,bedroom,290,322.0,0,1,0,1,0,0,0,0
1586,3255,593131.0463311035,500212.73,984070.4335875,bathroom,134,151.0,0,1,1,0,0,0,0,0
1586,3255,593131.0463311035,500212.73,984070.4335875,bathroom,148,0.0,2,0,1,0,0,0,0,0
1586,3255,593131.0463311035,500212.73,984070.4335875,bathroom,140,0.0,1,0,1,0,0,0,0,0
1586,3255,593131.0463311035,500212.73,984070.4335875,bathroom,140,151.0,0,1,1,0,0,0,0,0
1586,3255,593131.0463311035,500212.73,984070.4335875,bathroom,114,151.0,1,1,1,0,0,0,0,0
1586,3255,593131.0463311035,500212.73,984070.4335875,living room,349,0.0,0,0,0,0,0,1,0,0
1587,2161,455750.6403917306,237690.17,494998.7452875,bedroom,308,0.0,1,0,0,1,0,0,0,0
1587,2161,455750.6403917306,237690.17,494998.7452875,bedroom,315,0.0,2,0,0,1,0,0,0,0
1587,2161,455750.6403917306,237690.17,494998.7452875,bedroom,310,0.0,2,0,0,1,0,0,0,0
1587,2161,455750.6403917306,237690.17,494998.7452875,bedroom,287,0.0,1,0,0,1,0,0,0,0
1587,2161,455750.6403917306,237690.17,494998.7452875,bathroom,114,0.0,1,0,1,0,0,0,0,0
1587,2161,455750.6403917306,237690.17,494998.7452875,bathroom,111,0.0,0,0,1,0,0,0,0,0
1588,2518,722057.5300960252,83643.54000000001,772727.56415,kitchen,301,0.0,2,0,0,0,1,0,0,0
1588,2518,722057.5300960252,83643.54000000001,772727.56415,other/custom,433,0.0,0,0,0,0,0,0,1,0
1589,1339,474953.67957478453,58988.11,488211.38154999993,living room,274,190.32867132867133,2,1,0,0,0,1,0,0
1589,1339,474953.67957478453,58988.11,488211.38154999993,kitchen,292,0.0,0,0,0,0,1,0,0,0
1590,1165,362556.9047908152,60220.58,407484.56535,bedroom,209,185.979020979021,1,1,0,1,0,0,0,0
1590,1165,362556.9047908152,60220.58,407484.56535,bathroom,101,0.0,2,0,1,0,0,0,0,0
1591,1043,455750.6403917306,54786.64,269347.7138,bathroom,89,0.0,1,0,1,0,0,0,0,0
1591,1043,455750.6403917306,54786.64,269347.7138,kitchen,196,146.6822429906542,2,1,0,0,1,0,0,0
1592,6667,2505340.7489834023,72955.5,2522493.196599999,living room,364,0.0,0,0,0,0,0,1,0,0
1592,6667,2505340.7489834023,72955.5,2522493.196599999,other/custom,440,0.0,1,0,0,0,0,0,1,0
1593,1819,589379.4798394532,200288.24,555585.1308,bedroom,252,0.0,1,0,0,1,0,0,0,0
1593,1819,589379.4798394532,200288.24,555585.1308,bedroom,313,0.0,2,0,0,1,0,0,0,0
1593,1819,589379.4798394532,200288.24,555585.1308,bedroom,295,0.0,2,0,0,1,0,0,0,0
1593,1819,589379.4798394532,200288.24,555585.1308,bathroom,146,151.0,0,1,1,0,0,0,0,0
1593,1819,589379.4798394532,200288.24,555585.1308,other/custom,329,0.0,0,0,0,0,0,0,1,0
1594,2031,420882.7322267811,227225.3,610886.19775,full renovation,2031,0.0,0,0,0,0,0,0,0,1
1595,1027,456784.7012993054,46757.869999999995,233056.983475,living room,199,0.0,1,0,0,0,0,1,0,0
1595,1027,456784.7012993054,46757.869999999995,233056.983475,other/custom,200,0.0,0,0,0,0,0,0,1,0
1596,1128,259110.37473145,57587.75,296482.12945,bathroom,106,89.44755244755245,2,1,1,0,0,0,0,0
1596,1128,259110.37473145,57587.75,296482.12945,other/custom,248,0.0,0,0,0,0,0,0,1,0
1597,881,361017.265710204,69976.53,321003.37399999995,bedroom,147,0.0,1,0,0,1,0,0,0,0
1597,881,361017.265710204,69976.53,321003.37399999995,bathroom,84,0.0,1,0,1,0,0,0,0,0
1597,881,361017.265710204,69976.53,321003.37399999995,other/custom,188,125.48598130841121,2,1,0,0,0,0,1,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bedroom,269,0.0,0,0,0,1,0,0,0,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bedroom,273,0.0,1,0,0,1,0,0,0,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bedroom,285,322.0,0,1,0,1,0,0,0,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bedroom,283,0.0,2,0,0,1,0,0,0,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bedroom,311,0.0,2,0,0,1,0,0,0,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bedroom,310,0.0,0,0,0,1,0,0,0,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bedroom,257,0.0,1,0,0,1,0,0,0,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bathroom,124,0.0,0,0,1,0,0,0,0,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bathroom,148,0.0,1,0,1,0,0,0,0,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bathroom,142,0.0,2,0,1,0,0,0,0,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bathroom,146,0.0,2,0,1,0,0,0,0,0
1598,3725,924298.1851105052,476217.64,1266918.80915,bathroom,112,0.0,0,0,1,0,0,0,0,0
1599,1965,715063.674403916,143072.61,634519.557,living room,438,301.0,0,1,0,0,0,1,0,0
1599,1965,715063.674403916,143072.61,634519.557,kitchen,442,0.0,2,0,0,0,1,0,0,0
1599,1965,715063.674403916,143072.61,634519.557,other/custom,337,301.0,2,1,0,0,0,0,1,0
1600,565,562615.8913025274,43476.56,231566.82459999996,bedroom,128,0.0,0,0,0,1,0,0,0,0
1600,565,562615.8913025274,43476.56,231566.82459999996,living room,125,0.0,0,0,0,0,0,1,0,0
1601,938,360382.7244231585,75209.27,331445.21745,living room,189,0.0,1,0,0,0,0,1,0,0
1601,938,360382.7244231585,75209.27,331445.21745,kitchen,193,132.94392523364485,2,1,0,0,1,0,0,0
1601,938,360382.7244231585,75209.27,331445.21745,other/custom,192,132.94392523364485,0,1,0,0,0,0,1,0
1602,1158,514826.1349765647,53411.05,425549.53095,bathroom,100,0.0,1,0,1,0,0,0,0,0
1602,1158,514826.1349765647,53411.05,425549.53095,kitchen,285,0.0,1,0,0,0,1,0,0,0
1603,2181,419376.4300117418,75555.86,602504.77095,bathroom,139,0.0,0,0,1,0,0,0,0,0
1603,2181,419376.4300117418,75555.86,602504.77095,kitchen,375,0.0,1,0,0,0,1,0,0,0
1604,3086,898392.8709650495,351696.20999999996,868900.3637375002,bedroom,258,0.0,2,0,0,1,0,0,0,0
1604,3086,898392.8709650495,351696.20999999996,868900.3637375002,bedroom,303,322.0,1,1,0,1,0,0,0,0
1604,3086,898392.8709650495,351696.20999999996,868900.3637375002,bedroom,300,322.0,1,1,0,1,0,0,0,0
1604,3086,898392.8709650495,351696.20999999996,868900.3637375002,bedroom,319,322.0,0,1,0,1,0,0,0,0
1604,3086,898392.8709650495,351696.20999999996,868900.3637375002,bedroom,253,0.0,2,0,0,1,0,0,0,0
1604,3086,898392.8709650495,351696.20999999996,868900.3637375002,bathroom,123,0.0,2,0,1,0,0,0,0,0
1604,3086,898392.8709650495,351696.20999999996,868900.3637375002,bathroom,130,0.0,1,0,1,0,0,0,0,0
1604,3086,898392.8709650495,351696.20999999996,868900.3637375002,bathroom,129,151.0,1,1,1,0,0,0,0,0
1605,1349,470718.2613586728,54021.78,525365.22695,bathroom,104,0.0,1,0,1,0,0,0,0,0
1605,1349,470718.2613586728,54021.78,525365.22695,kitchen,289,191.7972027972028,0,1,0,0,1,0,0,0
1606,2289,562615.8913025274,267190.63999999996,863795.3142999999,full renovation,2289,301.0,0,1,0,0,0,0,0,1
1607,1882,586295.9356004093,96661.5,533888.9257499999,living room,448,301.0,2,1,0,0,0,1,0,0
1607,1882,586295.9356004093,96661.5,533888.9257499999,other/custom,412,0.0,2,0,0,0,0,0,1,0
1608,1003,257189.58842055337,103954.04,262228.70005,full renovation,1003,141.4485981308411,0,1,0,0,0,0,0,1
1609,1262,339023.3062412534,86929.35,230169.55125,living room,282,0.0,2,0,0,0,0,1,0,0
1609,1262,339023.3062412534,86929.35,230169.55125,kitchen,288,0.0,1,0,0,0,1,0,0,0
1609,1262,339023.3062412534,86929.35,230169.55125,other/custom,265,0.0,2,0,0,0,0,0,1,0
1610,1313,611135.9710193529,80830.97,370031.35895,living room,295,186.5104895104895,0,1,0,0,0,1,0,0
1610,1313,611135.9710193529,80830.97,370031.35895,kitchen,265,0.0,0,0,0,0,1,0,0,0
1610,1313,611135.9710193529,80830.97,370031.35895,other/custom,286,186.5104895104895,1,1,0,0,0,0,1,0
1611,886,562615.8913025274,52049.86,337624.49454999994,living room,174,0.0,0,0,0,0,0,1,0,0
1611,886,562615.8913025274,52049.86,337624.49454999994,kitchen,198,0.0,2,0,0,0,1,0,0,0
1612,2742,636523.1519029945,244094.76,599593.2606,bedroom,305,0.0,2,0,0,1,0,0,0,0
1612,2742,636523.1519029945,244094.76,599593.2606,bedroom,268,322.0,1,1,0,1,0,0,0,0
1612,2742,636523.1519029945,244094.76,599593.2606,bedroom,265,0.0,2,0,0,1,0,0,0,0
1612,2742,636523.1519029945,244094.76,599593.2606,bedroom,270,0.0,0,0,0,1,0,0,0,0
1612,2742,636523.1519029945,244094.76,599593.2606,bathroom,116,151.0,0,1,1,0,0,0,0,0
1612,2742,636523.1519029945,244094.76,599593.2606,bathroom,124,0.0,1,0,1,0,0,0,0,0
1613,2907,633749.447976567,103078.67,592105.9023,kitchen,413,301.0,2,1,0,0,1,0,0,0
1613,2907,633749.447976567,103078.67,592105.9023,other/custom,390,0.0,2,0,0,0,0,0,1,0
1614,1880,590999.7312847051,75977.79000000001,527599.295825,living room,411,0.0,1,0,0,0,0,1,0,0
1614,1880,590999.7312847051,75977.79000000001,527599.295825,other/custom,389,0.0,0,0,0,0,0,0,1,0
1615,1215,421138.5496460387,113937.0,344384.4765,bedroom,232,193.43822843822844,2,1,0,1,0,0,0,0
1615,1215,421138.5496460387,113937.0,344384.4765,bedroom,232,0.0,2,0,0,1,0,0,0,0
1615,1215,421138.5496460387,113937.0,344384.4765,bathroom,104,0.0,0,0,1,0,0,0,0,0
1615,1215,421138.5496460387,113937.0,344384.4765,other/custom,279,0.0,0,0,0,0,0,0,1,0
1616,2041,337972.4055670806,76983.01,352060.20670000004,bathroom,137,0.0,0,0,1,0,0,0,0,0
1616,2041,337972.4055670806,76983.01,352060.20670000004,living room,388,301.0,0,1,0,0,0,1,0,0
1617,4000,748385.3759477742,262928.81999999995,838804.6293,bedroom,289,0.0,0,0,0,1,0,0,0,0
1617,4000,748385.3759477742,262928.81999999995,838804.6293,bedroom,283,0.0,1,0,0,1,0,0,0,0
1617,4000,748385.3759477742,262928.81999999995,838804.6293,bedroom,271,0.0,1,0,0,1,0,0,0,0
1617,4000,748385.3759477742,262928.81999999995,838804.6293,bedroom,277,0.0,1,0,0,1,0,0,0,0
1617,4000,748385.3759477742,262928.81999999995,838804.6293,bedroom,279,0.0,1,0,0,1,0,0,0,0
1617,4000,748385.3759477742,262928.81999999995,838804.6293,bedroom,295,0.0,0,0,0,1,0,0,0,0
1617,4000,748385.3759477742,262928.81999999995,838804.6293,other/custom,307,0.0,0,0,0,0,0,0,1,0
1618,1021,359371.8741154736,67960.02,377630.20480000007,bedroom,163,0.0,1,0,0,1,0,0,0,0
1618,1021,359371.8741154736,67960.02,377630.20480000007,bathroom,86,82.57320872274144,0,1,1,0,0,0,0,0
1618,1021,359371.8741154736,67960.02,377630.20480000007,kitchen,188,0.0,1,0,0,0,1,0,0,0
1619,3061,764427.3883938657,393053.9800000001,757598.408105,bedroom,257,322.0,1,1,0,1,0,0,0,0
1619,3061,764427.3883938657,393053.9800000001,757598.408105,bedroom,303,322.0,2,1,0,1,0,0,0,0
1619,3061,764427.3883938657,393053.9800000001,757598.408105,bedroom,306,0.0,1,0,0,1,0,0,0,0
1619,3061,764427.3883938657,393053.9800000001,757598.408105,bedroom,298,0.0,0,0,0,1,0,0,0,0
1619,3061,764427.3883938657,393053.9800000001,757598.408105,bedroom,316,0.0,0,0,0,1,0,0,0,0
1619,3061,764427.3883938657,393053.9800000001,757598.408105,bedroom,253,0.0,1,0,0,1,0,0,0,0
1619,3061,764427.3883938657,393053.9800000001,757598.408105,bathroom,111,0.0,0,0,1,0,0,0,0,0
1619,3061,764427.3883938657,393053.9800000001,757598.408105,bathroom,111,151.0,0,1,1,0,0,0,0,0
1619,3061,764427.3883938657,393053.9800000001,757598.408105,bathroom,142,0.0,0,0,1,0,0,0,0,0
1619,3061,764427.3883938657,393053.9800000001,757598.408105,kitchen,324,0.0,1,0,0,0,1,0,0,0
1620,3121,593131.0463311035,87507.87,861793.8189999999,kitchen,423,0.0,1,0,0,0,1,0,0,0
1620,3121,593131.0463311035,87507.87,861793.8189999999,other/custom,353,301.0,1,1,0,0,0,0,1,0
1621,2774,611135.9710193529,76449.22,726766.7802500001,living room,423,0.0,0,0,0,0,0,1,0,0
1621,2774,611135.9710193529,76449.22,726766.7802500001,kitchen,400,0.0,1,0,0,0,1,0,0,0
1622,1212,474032.3731833224,63392.92,453874.8488,bathroom,96,0.0,2,0,1,0,0,0,0,0
1622,1212,474032.3731833224,63392.92,453874.8488,living room,260,0.0,2,0,0,0,0,1,0,0
1623,1071,593131.0463311035,96284.01,318290.28144999995,bedroom,169,0.0,1,0,0,1,0,0,0,0
1623,1071,593131.0463311035,96284.01,318290.28144999995,bedroom,169,0.0,0,0,0,1,0,0,0,0
1623,1071,593131.0463311035,96284.01,318290.28144999995,bathroom,89,0.0,2,0,1,0,0,0,0,0
1623,1071,593131.0463311035,96284.01,318290.28144999995,living room,198,0.0,1,0,0,0,0,1,0,0
1624,726,259110.37473145,41400.91,212774.07352500004,bathroom,65,64.18302387267904,0,1,1,0,0,0,0,0
1624,726,259110.37473145,41400.91,212774.07352500004,other/custom,129,0.0,1,0,0,0,0,0,1,0
1625,1211,518778.0673718569,55557.100000000006,423881.3652499999,living room,272,0.0,2,0,0,0,0,1,0,0
1625,1211,518778.0673718569,55557.100000000006,423881.3652499999,other/custom,283,0.0,0,0,0,0,0,0,1,0
1626,2004,442581.28692691075,89244.17000000001,431779.1336,bathroom,114,0.0,2,0,1,0,0,0,0,0
1626,2004,442581.28692691075,89244.17000000001,431779.1336,living room,415,0.0,2,0,0,0,0,1,0,0
1627,1721,334674.9581336589,172837.19,303471.78487499995,bedroom,246,322.0,0,1,0,1,0,0,0,0
1627,1721,334674.9581336589,172837.19,303471.78487499995,bedroom,285,322.0,2,1,0,1,0,0,0,0
1627,1721,334674.9581336589,172837.19,303471.78487499995,bedroom,242,0.0,2,0,0,1,0,0,0,0
1627,1721,334674.9581336589,172837.19,303471.78487499995,living room,404,0.0,0,0,0,0,0,1,0,0
1628,2655,748201.1019928089,199665.05,587240.26,bedroom,316,0.0,2,0,0,1,0,0,0,0
1628,2655,748201.1019928089,199665.05,587240.26,bedroom,285,0.0,0,0,0,1,0,0,0,0
1628,2655,748201.1019928089,199665.05,587240.26,bedroom,248,322.0,0,1,0,1,0,0,0,0
1628,2655,748201.1019928089,199665.05,587240.26,bedroom,285,0.0,1,0,0,1,0,0,0,0
1628,2655,748201.1019928089,199665.05,587240.26,living room,380,0.0,1,0,0,0,0,1,0,0
1629,1447,420882.7322267811,114963.75,425875.9745125001,bedroom,234,0.0,2,0,0,1,0,0,0,0
1629,1447,420882.7322267811,114963.75,425875.9745125001,bedroom,235,228.04895104895104,1,1,0,1,0,0,0,0
1629,1447,420882.7322267811,114963.75,425875.9745125001,bathroom,110,0.0,1,0,1,0,0,0,0,0
1629,1447,420882.7322267811,114963.75,425875.9745125001,kitchen,289,206.1888111888112,1,1,0,0,1,0,0,0
1630,1087,257189.58842055337,56695.03,278502.91349999997,living room,286,0.0,2,0,0,0,0,1,0,0
1630,1087,257189.58842055337,56695.03,278502.91349999997,other/custom,274,153.32167832167832,2,1,0,0,0,0,1,0
1631,423,550897.0231795768,47917.57,169385.75564999998,living room,110,89.12334217506631,2,1,0,0,0,1,0,0
1631,423,550897.0231795768,47917.57,169385.75564999998,kitchen,126,0.0,0,0,0,0,1,0,0,0
1632,1572,421138.5496460387,160511.15,457398.0324,bedroom,256,0.0,1,0,0,1,0,0,0,0
1632,1572,421138.5496460387,160511.15,457398.0324,bedroom,266,322.0,0,1,0,1,0,0,0,0
1632,1572,421138.5496460387,160511.15,457398.0324,bedroom,314,0.0,2,0,0,1,0,0,0,0
1632,1572,421138.5496460387,160511.15,457398.0324,bathroom,122,151.0,2,1,1,0,0,0,0,0
1632,1572,421138.5496460387,160511.15,457398.0324,bathroom,133,0.0,1,0,1,0,0,0,0,0
1633,3626,583628.098793705,300588.75,584829.2565392858,bedroom,303,0.0,0,0,0,1,0,0,0,0
1633,3626,583628.098793705,300588.75,584829.2565392858,bedroom,263,0.0,0,0,0,1,0,0,0,0
1633,3626,583628.098793705,300588.75,584829.2565392858,bedroom,315,322.0,0,1,0,1,0,0,0,0
1633,3626,583628.098793705,300588.75,584829.2565392858,bedroom,251,322.0,1,1,0,1,0,0,0,0
1633,3626,583628.098793705,300588.75,584829.2565392858,bedroom,264,0.0,1,0,0,1,0,0,0,0
1633,3626,583628.098793705,300588.75,584829.2565392858,bedroom,284,0.0,1,0,0,1,0,0,0,0
1633,3626,583628.098793705,300588.75,584829.2565392858,kitchen,307,301.0,2,1,0,0,1,0,0,0
1634,2200,491813.312765633,79153.43,755796.807175,living room,440,0.0,2,0,0,0,0,1,0,0
1634,2200,491813.312765633,79153.43,755796.807175,kitchen,428,0.0,1,0,0,0,1,0,0,0
1635,7023,2511284.4665295603,80495.55,2558634.8797750003,bathroom,116,0.0,1,0,1,0,0,0,0,0
1635,7023,2511284.4665295603,80495.55,2558634.8797750003,other/custom,359,0.0,2,0,0,0,0,0,1,0
1636,1965,442311.88738048566,89244.17000000001,406424.1386,bathroom,145,0.0,2,0,1,0,0,0,0,0
1636,1965,442311.88738048566,89244.17000000001,406424.1386,living room,350,0.0,2,0,0,0,0,1,0,0
1637,1873,729059.2861618154,75143.85,598676.2960249999,kitchen,408,0.0,0,0,0,0,1,0,0,0
1637,1873,729059.2861618154,75143.85,598676.2960249999,other/custom,450,0.0,1,0,0,0,0,0,1,0
1638,2222,549548.3606077654,83414.41,749865.9546249999,bathroom,128,0.0,2,0,1,0,0,0,0,0
1638,2222,549548.3606077654,83414.41,749865.9546249999,other/custom,369,0.0,1,0,0,0,0,0,1,0
1639,3878,749690.1337423729,82785.72,779159.5368,bathroom,148,0.0,0,0,1,0,0,0,0,0
1639,3878,749690.1337423729,82785.72,779159.5368,kitchen,411,0.0,2,0,0,0,1,0,0,0
1640,1712,474032.3731833224,116711.22,603782.9740499998,living room,407,301.0,1,1,0,0,0,1,0,0
1640,1712,474032.3731833224,116711.22,603782.9740499998,kitchen,322,0.0,0,0,0,0,1,0,0,0
1640,1712,474032.3731833224,116711.22,603782.9740499998,other/custom,416,0.0,0,0,0,0,0,0,1,0
1641,1003,476497.9429147776,47059.84,312165.9388,bathroom,84,0.0,1,0,1,0,0,0,0,0
1641,1003,476497.9429147776,47059.84,312165.9388,other/custom,189,0.0,1,0,0,0,0,0,1,0
1642,2979,334674.9581336589,81306.03,490385.41675,bathroom,116,0.0,2,0,1,0,0,0,0,0
1642,2979,334674.9581336589,81306.03,490385.41675,other/custom,398,0.0,0,0,0,0,0,0,1,0
1643,3007,742739.9151843397,439926.0500000001,688197.39662,bedroom,281,322.0,2,1,0,1,0,0,0,0
1643,3007,742739.9151843397,439926.0500000001,688197.39662,bedroom,245,0.0,0,0,0,1,0,0,0,0
1643,3007,742739.9151843397,439926.0500000001,688197.39662,bedroom,255,0.0,0,0,0,1,0,0,0,0
1643,3007,742739.9151843397,439926.0500000001,688197.39662,bedroom,296,322.0,2,1,0,1,0,0,0,0
1643,3007,742739.9151843397,439926.0500000001,688197.39662,bedroom,241,0.0,1,0,0,1,0,0,0,0
1643,3007,742739.9151843397,439926.0500000001,688197.39662,bedroom,320,0.0,1,0,0,1,0,0,0,0
1643,3007,742739.9151843397,439926.0500000001,688197.39662,bathroom,119,0.0,1,0,1,0,0,0,0,0
