source_row,property_size,location,renovation_cost,post_renovation_value,unit_type,sqft_renovated,sqft_to_add,material_grade,structural_change,reno_bathroom,reno_bedroom,reno_kitchen,reno_living_room,reno_other_custom,reno_full_renovation
427,1030,414396.62153522094,73959.5,291118.0176,bathroom,87,83.13395638629284,Budget-friendly,1,1,0,0,0,0,0
427,1030,414396.62153522094,73959.5,291118.0176,other/custom,191,144.98130841121497,Mid-range,1,0,0,0,0,1,0
428,815,415328.9046487665,81431.01000000001,212441.2891,full renovation,815,116.85046728971963,Mid-range,1,0,0,0,0,0,1
429,2237,415328.9046487665,303054.92,549829.8253499999,full renovation,2237,301.0,Mid-range,1,0,0,0,0,0,1
430,934,411811.87474069337,100989.4,353131.35274999996,full renovation,934,132.42056074766356,High-end,1,0,0,0,0,0,1
431,933,414396.62153522094,71517.11,245109.93175000005,bedroom,157,153.28971962616822,Budget-friendly,1,0,1,0,0,0,0
431,933,414396.62153522094,71517.11,245109.93175000005,bathroom,90,77.09034267912773,High-end,1,1,0,0,0,0,0
431,933,414396.62153522094,71517.11,245109.93175000005,living room,175,132.28971962616822,Mid-range,1,0,0,0,1,0,0
432,976,413772.4007903968,100500.18,307777.00415,full renovation,976,137.9158878504673,High-end,1,0,0,0,0,0,1
433,828,411811.87474069337,65039.75,229155.49875,bedroom,145,139.55140186915887,Budget-friendly,1,0,1,0,0,0,0
433,828,411811.87474069337,65039.75,229155.49875,bathroom,85,70.54828660436137,Mid-range,1,1,0,0,0,0,0
433,828,411811.87474069337,65039.75,229155.49875,living room,183,118.55140186915888,Budget-friendly,1,0,0,0,1,0,0
434,1117,411811.87474069337,93472.02,412181.4433,bedroom,225,178.8181818181818,High-end,1,0,1,0,0,0,0
434,1117,411811.87474069337,93472.02,412181.4433,bathroom,95,88.9090909090909,High-end,1,1,0,0,0,0,0
434,1117,411811.87474069337,93472.02,412181.4433,other/custom,279,157.72727272727272,Mid-range,1,0,0,0,0,1,0
435,1101,414396.62153522094,98141.22,412352.11834999995,full renovation,1101,155.37762237762237,Mid-range,1,0,0,0,0,0,1
436,1150,411811.87474069337,122894.16999999998,422403.39394999994,full renovation,1150,162.57342657342656,Mid-range,1,0,0,0,0,0,1
437,834,413772.4007903968,80133.45,286009.72744999995,full renovation,834,119.33644859813084,Mid-range,1,0,0,0,0,0,1
438,966,415328.9046487665,67802.36,357176.5816,bedroom,162,157.60747663551402,Budget-friendly,1,0,1,0,0,0,0
438,966,415328.9046487665,67802.36,357176.5816,bathroom,90,79.14641744548287,Mid-range,1,1,0,0,0,0,0
438,966,415328.9046487665,67802.36,357176.5816,living room,187,136.60747663551402,Mid-range,1,0,0,0,1,0,0
439,700,413772.4007903968,72769.14,182822.4849,bedroom,130,125.92042440318303,Budget-friendly,1,0,1,0,0,0,0
439,700,413772.4007903968,72769.14,182822.4849,bathroom,64,63.42440318302387,High-end,1,1,0,0,0,0,0
439,700,413772.4007903968,72769.14,182822.4849,other/custom,128,104.92042440318303,High-end,1,0,0,0,0,1,0
440,1213,414396.62153522094,117191.05,450901.996,full renovation,1213,171.82517482517483,Budget-friendly,1,0,0,0,0,0,1
441,737,414396.62153522094,69796.2,203555.76289999997,bedroom,129,128.03050397877985,Budget-friendly,1,0,1,0,0,0,0
441,737,414396.62153522094,69796.2,203555.76289999997,bathroom,65,64.50397877984085,High-end,1,1,0,0,0,0,0
441,737,414396.62153522094,69796.2,203555.76289999997,other/custom,129,107.03050397877985,Mid-range,1,0,0,0,0,1,0
442,713,411811.87474069337,74560.29000000001,215581.3138,full renovation,713,105.66180371352786,Budget-friendly,1,0,0,0,0,0,1
443,1699,415328.9046487665,198404.68,560931.1931,full renovation,1699,301.0,Budget-friendly,1,0,0,0,0,0,1
444,715,414396.62153522094,70903.97,196664.4628,bedroom,128,126.77586206896552,Mid-range,1,0,1,0,0,0,0
444,715,414396.62153522094,70903.97,196664.4628,bathroom,64,63.86206896551724,High-end,1,1,0,0,0,0,0
444,715,414396.62153522094,70903.97,196664.4628,kitchen,130,105.77586206896552,Mid-range,1,0,0,1,0,0,0
445,881,413772.4007903968,40518.47,280889.61710000003,bedroom,169,146.48598130841123,Budget-friendly,1,0,1,0,0,0,0
445,881,413772.4007903968,40518.47,280889.61710000003,bathroom,89,73.85046728971963,Budget-friendly,1,1,0,0,0,0,0
446,825,411811.87474069337,66346.48,266311.57600000006,bedroom,148,139.15887850467288,Budget-friendly,1,0,1,0,0,0,0
446,825,411811.87474069337,66346.48,266311.57600000006,bathroom,74,70.3613707165109,Mid-range,1,1,0,0,0,0,0
446,825,411811.87474069337,66346.48,266311.57600000006,kitchen,183,118.1588785046729,Mid-range,1,0,0,1,0,0,0
447,1693,413772.4007903968,198404.68,533594.71415,full renovation,1693,301.0,Budget-friendly,1,0,0,0,0,0,1
448,773,414396.62153522094,73651.58,225571.94375,bedroom,149,132.3551401869159,Mid-range,1,0,1,0,0,0,0
448,773,414396.62153522094,73651.58,225571.94375,bathroom,74,67.1214953271028,High-end,1,1,0,0,0,0,0
448,773,414396.62153522094,73651.58,225571.94375,other/custom,184,111.35514018691589,High-end,1,0,0,0,0,1,0
449,1958,411811.87474069337,320413.99999999994,449721.6558999999,full renovation,1958,301.0,High-end,1,0,0,0,0,0,1
450,834,415328.9046487665,64121.11,297850.25669999997,bedroom,167,140.33644859813083,Mid-range,1,0,1,0,0,0,0
450,834,415328.9046487665,64121.11,297850.25669999997,bathroom,83,70.9221183800623,Budget-friendly,1,1,0,0,0,0,0
450,834,415328.9046487665,64121.11,297850.25669999997,other/custom,173,119.33644859813084,Mid-range,1,0,0,0,0,1,0
451,3127,415328.9046487665,370179.21,763058.5145499998,full renovation,3127,301.0,Budget-friendly,1,0,0,0,0,0,1
452,4986,415328.9046487665,508131.86999999994,1400173.01995,full renovation,4986,301.0,Budget-friendly,1,0,0,0,0,0,1
453,1404,413772.4007903968,139821.19,428866.38025,full renovation,1404,199.87412587412587,High-end,1,0,0,0,0,0,1
454,3880,414396.62153522094,458366.66,611148.8449,full renovation,3880,301.0,High-end,1,0,0,0,0,0,1
455,832,414707.88204603177,70912.97,284846.42145,bedroom,170,140.07476635514018,High-end,1,0,1,0,0,0,0
455,832,414707.88204603177,70912.97,284846.42145,bathroom,87,70.797507788162,Mid-range,1,1,0,0,0,0,0
455,832,414707.88204603177,70912.97,284846.42145,other/custom,181,119.07476635514018,Mid-range,1,0,0,0,0,1,0
456,546,414396.62153522094,74370.63,207658.49285,bedroom,130,117.13793103448276,High-end,1,0,1,0,0,0,0
456,546,414396.62153522094,74370.63,207658.49285,bathroom,59,58.93103448275862,High-end,1,1,0,0,0,0,0
456,546,414396.62153522094,74370.63,207658.49285,living room,120,96.13793103448276,Budget-friendly,1,0,0,0,1,0,0
457,2520,415328.9046487665,370179.21,586646.4842,full renovation,2520,301.0,Budget-friendly,1,0,0,0,0,0,1
458,959,414396.62153522094,70722.98999999999,166621.49159999998,bedroom,157,156.69158878504672,Budget-friendly,1,0,1,0,0,0,0
458,959,414396.62153522094,70722.98999999999,166621.49159999998,bathroom,90,78.71028037383178,High-end,1,1,0,0,0,0,0
458,959,414396.62153522094,70722.98999999999,166621.49159999998,other/custom,199,135.69158878504672,Budget-friendly,1,0,0,0,0,1,0
459,1846,411811.87474069337,198404.68,415476.2855,full renovation,1846,301.0,Budget-friendly,1,0,0,0,0,0,1
460,933,414396.62153522094,100500.18,245899.2833,full renovation,933,132.28971962616822,High-end,1,0,0,0,0,0,1
461,1680,415328.9046487665,232607.29,525691.17135,full renovation,1680,301.0,Budget-friendly,1,0,0,0,0,0,1
462,911,414396.62153522094,73647.70999999999,222998.3702,bedroom,151,150.41121495327104,High-end,1,0,1,0,0,0,0
462,911,414396.62153522094,73647.70999999999,222998.3702,bathroom,86,75.7196261682243,Mid-range,1,1,0,0,0,0,0
462,911,414396.62153522094,73647.70999999999,222998.3702,kitchen,195,129.41121495327104,Mid-range,1,0,0,1,0,0,0
463,771,415328.9046487665,64121.11,232146.35154999996,bedroom,134,132.09345794392524,Mid-range,1,0,1,0,0,0,0
463,771,415328.9046487665,64121.11,232146.35154999996,bathroom,80,66.99688473520249,Budget-friendly,1,1,0,0,0,0,0
463,771,415328.9046487665,64121.11,232146.35154999996,other/custom,184,111.09345794392523,Mid-range,1,0,0,0,0,1,0
464,1861,414396.62153522094,251628.04,691544.65105,full renovation,1861,301.0,High-end,1,0,0,0,0,0,1
465,772,413772.4007903968,74381.01000000001,180456.37715,bedroom,163,132.22429906542055,High-end,1,0,1,0,0,0,0
465,772,413772.4007903968,74381.01000000001,180456.37715,bathroom,78,67.05919003115265,High-end,1,1,0,0,0,0,0
465,772,413772.4007903968,74381.01000000001,180456.37715,living room,200,111.22429906542057,Mid-range,1,0,0,0,1,0,0
466,1096,414707.88204603177,104063.69,385581.02095,full renovation,1096,154.64335664335664,Budget-friendly,1,0,0,0,0,0,1
467,2951,414707.88204603177,406424.23,673345.755225,full renovation,2951,301.0,Mid-range,1,0,0,0,0,0,1
468,805,413772.4007903968,80133.45,295986.27975,full renovation,805,115.54205607476635,Mid-range,1,0,0,0,0,0,1
469,803,413772.4007903968,97596.57,256808.4673,full renovation,803,115.2803738317757,High-end,1,0,0,0,0,0,1
470,755,414707.88204603177,66796.58,204124.4115,bedroom,144,130.0,Mid-range,1,0,1,0,0,0,0
470,755,414707.88204603177,66796.58,204124.4115,bathroom,73,66.0,Mid-range,1,1,0,0,0,0,0
470,755,414707.88204603177,66796.58,204124.4115,living room,150,109.0,Mid-range,1,0,0,0,1,0,0
471,2199,413772.4007903968,234268.96,779767.9013,full renovation,2199,301.0,Mid-range,1,0,0,0,0,0,1
472,1244,413772.4007903968,93472.02,427457.3836,bedroom,220,197.76456876456876,Mid-range,1,0,1,0,0,0,0
472,1244,413772.4007903968,93472.02,427457.3836,bedroom,208,197.76456876456876,High-end,1,0,1,0,0,0,0
472,1244,413772.4007903968,93472.02,427457.3836,bathroom,99,95.12587412587413,High-end,1,1,0,0,0,0,0
473,1049,413772.4007903968,75103.48999999999,326080.76155,bedroom,166,168.46728971962617,Mid-range,1,0,1,0,0,0,0
473,1049,413772.4007903968,75103.48999999999,326080.76155,bathroom,88,84.3177570093458,High-end,1,1,0,0,0,0,0
473,1049,413772.4007903968,75103.48999999999,326080.76155,kitchen,195,147.46728971962617,Budget-friendly,1,0,0,1,0,0,0
474,932,414707.88204603177,78158.37,245609.35284999997,bedroom,165,153.15887850467288,High-end,1,0,1,0,0,0,0
474,932,414707.88204603177,78158.37,245609.35284999997,bathroom,84,77.02803738317758,Budget-friendly,1,1,0,0,0,0,0
474,932,414707.88204603177,78158.37,245609.35284999997,kitchen,197,132.15887850467288,High-end,1,0,0,1,0,0,0
475,1106,411811.87474069337,87362.87,287178.55484999996,bedroom,211,177.17715617715618,Budget-friendly,1,0,1,0,0,0,0
475,1106,411811.87474069337,87362.87,287178.55484999996,bedroom,215,177.17715617715618,Mid-range,1,0,1,0,0,0,0
475,1106,411811.87474069337,87362.87,287178.55484999996,bathroom,96,88.37062937062937,High-end,1,1,0,0,0,0,0
476,2458,413772.4007903968,286211.38999999996,756168.776,full renovation,2458,301.0,High-end,1,0,0,0,0,0,1
477,2127,414707.88204603177,301393.24999999994,529256.8720999999,full renovation,2127,301.0,Budget-friendly,1,0,0,0,0,0,1
478,566,415328.9046487665,70903.97,222953.94819999996,bedroom,124,118.27851458885942,Mid-range,1,0,1,0,0,0,0
478,566,415328.9046487665,70903.97,222953.94819999996,bathroom,64,59.51458885941645,High-end,1,1,0,0,0,0,0
478,566,415328.9046487665,70903.97,222953.94819999996,kitchen,123,97.27851458885942,Mid-range,1,0,0,1,0,0,0
479,913,415328.9046487665,75866.57,259983.80465000003,bedroom,159,150.6728971962617,Mid-range,1,0,1,0,0,0,0
479,913,415328.9046487665,75866.57,259983.80465000003,bathroom,90,75.84423676012462,High-end,1,1,0,0,0,0,0
479,913,415328.9046487665,75866.57,259983.80465000003,living room,195,129.6728971962617,High-end,1,0,0,0,1,0,0
480,1128,415328.9046487665,93332.02,393666.5288999999,bedroom,186,180.45920745920745,Mid-range,1,0,1,0,0,0,0
480,1128,415328.9046487665,93332.02,393666.5288999999,bathroom,106,89.44755244755245,High-end,1,1,0,0,0,0,0
480,1128,415328.9046487665,93332.02,393666.5288999999,living room,272,159.34265734265733,High-end,1,0,0,0,1,0,0
481,590,414396.62153522094,75245.02,221079.9217,bedroom,129,119.64721485411141,High-end,1,0,1,0,0,0,0
481,590,414396.62153522094,75245.02,221079.9217,bathroom,63,60.214854111405835,High-end,1,1,0,0,0,0,0
481,590,414396.62153522094,75245.02,221079.9217,living room,129,98.64721485411141,Mid-range,1,0,0,0,1,0,0
482,867,414396.62153522094,70912.97,230360.9474,bedroom,170,144.65420560747663,High-end,1,0,1,0,0,0,0
482,867,414396.62153522094,70912.97,230360.9474,bathroom,74,72.97819314641744,Mid-range,1,1,0,0,0,0,0
482,867,414396.62153522094,70912.97,230360.9474,other/custom,182,123.65420560747664,Mid-range,1,0,0,0,0,1,0
483,1925,411811.87474069337,234268.96,582323.3754499999,full renovation,1925,301.0,Mid-range,1,0,0,0,0,0,1
484,3363,411811.87474069337,370559.9499999999,789850.3189499999,full renovation,3363,301.0,Budget-friendly,1,0,0,0,0,0,1
485,845,415328.9046487665,67534.72,226459.8424,bedroom,144,141.77570093457945,High-end,1,0,1,0,0,0,0
485,845,415328.9046487665,67534.72,226459.8424,bathroom,88,71.60747663551402,Budget-friendly,1,1,0,0,0,0,0
485,845,415328.9046487665,67534.72,226459.8424,kitchen,165,120.77570093457943,Budget-friendly,1,0,0,1,0,0,0
486,1839,413772.4007903968,232607.29,713265.9960999999,full renovation,1839,301.0,Budget-friendly,1,0,0,0,0,0,1
487,1846,414396.62153522094,198404.68,546733.64545,full renovation,1846,301.0,Budget-friendly,1,0,0,0,0,0,1
488,1364,414707.88204603177,78831.58,479762.2934,bedroom,229,215.66666666666666,Budget-friendly,1,0,1,0,0,0,0
488,1364,414707.88204603177,78831.58,479762.2934,bedroom,239,215.66666666666666,Budget-friendly,1,0,1,0,0,0,0
488,1364,414707.88204603177,78831.58,479762.2934,bathroom,107,101.0,Budget-friendly,1,1,0,0,0,0,0
489,1373,415328.9046487665,116976.06,490322.5941,full renovation,1373,195.32167832167832,Budget-friendly,1,0,0,0,0,0,1
490,1486,415328.9046487665,115766.3,567794.8713499999,full renovation,1486,211.91608391608392,Budget-friendly,1,0,0,0,0,0,1
491,3649,413772.4007903968,370559.9499999999,575913.50805,full renovation,3649,301.0,Budget-friendly,1,0,0,0,0,0,1
492,693,414707.88204603177,66796.58,267011.1101,bedroom,130,125.5212201591512,Mid-range,1,0,1,0,0,0,0
492,693,414707.88204603177,66796.58,267011.1101,bathroom,64,63.220159151193634,Mid-range,1,1,0,0,0,0,0
492,693,414707.88204603177,66796.58,267011.1101,living room,125,104.5212201591512,Mid-range,1,0,0,0,1,0,0
493,958,411811.87474069337,68283.98999999999,291897.4111,bedroom,155,156.5607476635514,Budget-friendly,1,0,1,0,0,0,0
493,958,411811.87474069337,68283.98999999999,291897.4111,bathroom,85,78.64797507788163,Mid-range,1,1,0,0,0,0,0
493,958,411811.87474069337,68283.98999999999,291897.4111,kitchen,179,135.5607476635514,Mid-range,1,0,0,1,0,0,0
494,1062,415328.9046487665,77857.87999999999,361372.2607,bedroom,169,170.16822429906543,Budget-friendly,1,0,1,0,0,0,0
494,1062,415328.9046487665,77857.87999999999,361372.2607,bedroom,168,170.16822429906543,High-end,1,0,1,0,0,0,0
494,1062,415328.9046487665,77857.87999999999,361372.2607,bathroom,90,85.12772585669782,Mid-range,1,1,0,0,0,0,0
495,4137,415328.9046487665,406804.97,1388081.3496,full renovation,4137,301.0,Mid-range,1,0,0,0,0,0,1
496,940,414396.62153522094,74855.97,319822.2653,bedroom,164,154.20560747663552,Budget-friendly,1,0,1,0,0,0,0
496,940,414396.62153522094,74855.97,319822.2653,bathroom,85,77.52647975077882,High-end,1,1,0,0,0,0,0
496,940,414396.62153522094,74855.97,319822.2653,other/custom,170,133.20560747663552,High-end,1,0,0,0,0,1,0
497,3186,415328.9046487665,337638.27,739062.2840250001,full renovation,3186,301.0,Mid-range,1,0,0,0,0,0,1
498,2018,415328.9046487665,234268.96,619130.9402,full renovation,2018,301.0,Mid-range,1,0,0,0,0,0,1
499,718,414707.88204603177,78369.5,196445.0665,bedroom,129,126.94694960212202,Mid-range,1,0,1,0,0,0,0
499,718,414707.88204603177,78369.5,196445.0665,bathroom,65,63.94960212201592,High-end,1,1,0,0,0,0,0
499,718,414707.88204603177,78369.5,196445.0665,kitchen,130,105.94694960212202,High-end,1,0,0,1,0,0,0
500,1965,411811.87474069337,286211.38999999996,591521.4228,full renovation,1965,301.0,High-end,1,0,0,0,0,0,1
501,1309,413772.4007903968,123958.88,245514.44904999997,full renovation,1309,185.9230769230769,Mid-range,1,0,0,0,0,0,1
502,945,414707.88204603177,80219.69,238529.4539,bedroom,166,154.85981308411215,High-end,1,0,1,0,0,0,0
502,945,414707.88204603177,80219.69,238529.4539,bathroom,87,77.8380062305296,High-end,1,1,0,0,0,0,0
502,945,414707.88204603177,80219.69,238529.4539,other/custom,172,133.85981308411215,High-end,1,0,0,0,0,1,0
503,1164,413772.4007903968,84284.03,414590.96310000005,bedroom,185,185.82983682983684,Budget-friendly,1,0,1,0,0,0,0
503,1164,413772.4007903968,84284.03,414590.96310000005,bathroom,110,91.20979020979021,Budget-friendly,1,1,0,0,0,0,0
503,1164,413772.4007903968,84284.03,414590.96310000005,living room,300,164.62937062937064,High-end,1,0,0,0,1,0,0
504,827,414707.88204603177,66507.82,236967.3886,bedroom,157,139.42056074766356,Mid-range,1,0,1,0,0,0,0
504,827,414707.88204603177,66507.82,236967.3886,bathroom,79,70.48598130841121,Mid-range,1,1,0,0,0,0,0
504,827,414707.88204603177,66507.82,236967.3886,kitchen,194,118.42056074766356,Budget-friendly,1,0,0,1,0,0,0
505,1664,413772.4007903968,137694.14,363271.7957,bedroom,255,322.0,Mid-range,1,0,1,0,0,0,0
505,1664,413772.4007903968,137694.14,363271.7957,bedroom,249,322.0,High-end,1,0,1,0,0,0,0
505,1664,413772.4007903968,137694.14,363271.7957,bathroom,144,151.0,Budget-friendly,1,1,0,0,0,0,0
506,1167,413772.4007903968,85341.04000000001,298987.0654,bedroom,238,186.2773892773893,High-end,1,0,1,0,0,0,0
506,1167,413772.4007903968,85341.04000000001,298987.0654,bedroom,239,186.2773892773893,Mid-range,1,0,1,0,0,0,0
506,1167,413772.4007903968,85341.04000000001,298987.0654,bathroom,95,91.35664335664336,Budget-friendly,1,1,0,0,0,0,0
507,497,415328.9046487665,48822.45,197192.88292500004,bedroom,120,114.34350132625994,Mid-range,1,0,1,0,0,0,0
507,497,415328.9046487665,48822.45,197192.88292500004,bathroom,65,57.50132625994695,High-end,1,1,0,0,0,0,0
508,1065,415328.9046487665,71983.29999999999,315603.67899999995,bedroom,169,170.5607476635514,Mid-range,1,0,1,0,0,0,0
508,1065,415328.9046487665,71983.29999999999,315603.67899999995,bathroom,89,85.31464174454828,Mid-range,1,1,0,0,0,0,0
508,1065,415328.9046487665,71983.29999999999,315603.67899999995,kitchen,200,149.5607476635514,Budget-friendly,1,0,0,1,0,0,0
509,1406,414396.62153522094,93954.19,444152.66670000006,bedroom,224,221.93240093240092,Budget-friendly,1,0,1,0,0,0,0
509,1406,414396.62153522094,93954.19,444152.66670000006,bedroom,225,221.93240093240092,High-end,1,0,1,0,0,0,0
509,1406,414396.62153522094,93954.19,444152.66670000006,bathroom,109,103.05594405594405,High-end,1,1,0,0,0,0,0
510,874,414707.88204603177,70471.63,306899.7153,bedroom,161,145.57009345794393,Mid-range,1,0,1,0,0,0,0
510,874,414707.88204603177,70471.63,306899.7153,bathroom,75,73.41433021806853,High-end,1,1,0,0,0,0,0
510,874,414707.88204603177,70471.63,306899.7153,living room,200,124.57009345794393,Mid-range,1,0,0,0,1,0,0
511,941,413772.4007903968,73647.70999999999,282105.93110000005,bedroom,170,154.33644859813083,High-end,1,0,1,0,0,0,0
511,941,413772.4007903968,73647.70999999999,282105.93110000005,bathroom,84,77.58878504672897,Mid-range,1,1,0,0,0,0,0
511,941,413772.4007903968,73647.70999999999,282105.93110000005,kitchen,180,133.33644859813083,Mid-range,1,0,0,1,0,0,0
512,2910,414707.88204603177,389199.96,1044054.67265,full renovation,2910,301.0,High-end,1,0,0,0,0,0,1
513,811,414707.88204603177,99894.65,233198.2785,full renovation,811,116.32710280373831,High-end,1,0,0,0,0,0,1
514,1574,414396.62153522094,128471.66,526996.6842,full renovation,1574,301.0,Mid-range,1,0,0,0,0,0,1
515,685,414396.62153522094,69777.76999999999,262616.5296,bedroom,130,125.06498673740053,Budget-friendly,1,0,1,0,0,0,0
515,685,414396.62153522094,69777.76999999999,262616.5296,bathroom,65,62.9867374005305,High-end,1,1,0,0,0,0,0
515,685,414396.62153522094,69777.76999999999,262616.5296,other/custom,125,104.06498673740053,Budget-friendly,1,0,0,0,0,1,0
516,862,415328.9046487665,70182.87,252938.35565,bedroom,157,144.0,Mid-range,1,0,1,0,0,0,0
516,862,415328.9046487665,70182.87,252938.35565,bathroom,84,72.66666666666667,High-end,1,1,0,0,0,0,0
516,862,415328.9046487665,70182.87,252938.35565,kitchen,158,123.0,Budget-friendly,1,0,0,1,0,0,0
517,3045,415328.9046487665,370559.9499999999,919206.2093999998,full renovation,3045,301.0,Budget-friendly,1,0,0,0,0,0,1
518,898,415328.9046487665,68913.76,228361.21200000003,bedroom,168,148.71028037383178,Budget-friendly,1,0,1,0,0,0,0
518,898,415328.9046487665,68913.76,228361.21200000003,bathroom,90,74.90965732087227,High-end,1,1,0,0,0,0,0
518,898,415328.9046487665,68913.76,228361.21200000003,other/custom,170,127.71028037383178,Budget-friendly,1,0,0,0,0,1,0
519,1875,414396.62153522094,200066.35,514967.8610999999,full renovation,1875,301.0,Mid-range,1,0,0,0,0,0,1
520,941,414396.62153522094,64704.42,286343.90339999995,bedroom,154,154.33644859813083,Mid-range,1,0,1,0,0,0,0
520,941,414396.62153522094,64704.42,286343.90339999995,bathroom,82,77.58878504672897,Budget-friendly,1,1,0,0,0,0,0
520,941,414396.62153522094,64704.42,286343.90339999995,living room,192,133.33644859813083,Budget-friendly,1,0,0,0,1,0,0
521,1165,414396.62153522094,136219.3,411730.8684499999,full renovation,1165,164.7762237762238,High-end,1,0,0,0,0,0,1
522,1628,414396.62153522094,251628.04,660507.5763000001,full renovation,1628,301.0,High-end,1,0,0,0,0,0,1
523,597,414707.88204603177,68030.49,245494.67135,bedroom,124,120.04641909814323,High-end,1,0,1,0,0,0,0
523,597,414707.88204603177,68030.49,245494.67135,bathroom,63,60.41909814323607,Budget-friendly,1,1,0,0,0,0,0
523,597,414707.88204603177,68030.49,245494.67135,other/custom,124,99.04641909814323,Mid-range,1,0,0,0,0,1,0
524,1732,414707.88204603177,198404.68,409530.3717999999,full renovation,1732,301.0,Budget-friendly,1,0,0,0,0,0,1
525,3636,414707.88204603177,457985.9199999999,570258.7461999999,full renovation,3636,301.0,High-end,1,0,0,0,0,0,1
526,864,414396.62153522094,66211.61,232939.23689999996,bedroom,155,144.26168224299064,Budget-friendly,1,0,1,0,0,0,0
526,864,414396.62153522094,66211.61,232939.23689999996,bathroom,80,72.79127725856698,Budget-friendly,1,1,0,0,0,0,0
526,864,414396.62153522094,66211.61,232939.23689999996,other/custom,160,123.26168224299066,High-end,1,0,0,0,0,1,0
527,607,415328.9046487665,67534.72,248410.64214999997,bedroom,126,120.61671087533156,High-end,1,0,1,0,0,0,0
527,607,415328.9046487665,67534.72,248410.64214999997,bathroom,61,60.710875331564985,Budget-friendly,1,1,0,0,0,0,0
527,607,415328.9046487665,67534.72,248410.64214999997,kitchen,126,99.61671087533156,Budget-friendly,1,0,0,1,0,0,0
528,2152,411811.87474069337,301393.24999999994,518887.73759999993,full renovation,2152,301.0,Budget-friendly,1,0,0,0,0,0,1
529,349,414396.62153522094,48822.45,134943.154025,bedroom,126,105.90318302387269,Mid-range,1,0,1,0,0,0,0
529,349,414396.62153522094,48822.45,134943.154025,bathroom,55,53.183023872679044,High-end,1,1,0,0,0,0,0
530,1729,413772.4007903968,251628.04,594266.4288,full renovation,1729,301.0,High-end,1,0,0,0,0,0,1
531,915,411811.87474069337,63693.82000000001,329822.5240999999,bedroom,159,150.93457943925233,Budget-friendly,1,0,1,0,0,0,0
531,915,411811.87474069337,63693.82000000001,329822.5240999999,bathroom,88,75.96884735202492,Budget-friendly,1,1,0,0,0,0,0
531,915,411811.87474069337,63693.82000000001,329822.5240999999,living room,175,129.93457943925233,Budget-friendly,1,0,0,0,1,0,0
532,904,411811.87474069337,63358.44,322843.98260000005,bedroom,164,149.49532710280374,Mid-range,1,0,1,0,0,0,0
532,904,411811.87474069337,63358.44,322843.98260000005,bathroom,81,75.2834890965732,Budget-friendly,1,1,0,0,0,0,0
532,904,411811.87474069337,63358.44,322843.98260000005,other/custom,195,128.49532710280374,Budget-friendly,1,0,0,0,0,1,0
533,720,415328.9046487665,70417.20000000001,177904.28749999998,bedroom,128,127.06100795755968,High-end,1,0,1,0,0,0,0
533,720,415328.9046487665,70417.20000000001,177904.28749999998,bathroom,64,64.0079575596817,Mid-range,1,1,0,0,0,0,0
533,720,415328.9046487665,70417.20000000001,177904.28749999998,kitchen,129,106.06100795755968,Budget-friendly,1,0,0,1,0,0,0
534,3983,413772.4007903968,423783.30999999994,889409.8103,full renovation,3983,301.0,High-end,1,0,0,0,0,0,1
535,1043,413772.4007903968,79828.45999999999,259359.3681,bedroom,169,167.6822429906542,High-end,1,0,1,0,0,0,0
535,1043,413772.4007903968,79828.45999999999,259359.3681,bathroom,88,83.94392523364486,High-end,1,1,0,0,0,0,0
535,1043,413772.4007903968,79828.45999999999,259359.3681,other/custom,194,146.6822429906542,Mid-range,1,0,0,0,0,1,0
536,660,414707.88204603177,78424.97,233802.57394999996,bedroom,129,123.63925729442971,High-end,1,0,1,0,0,0,0
536,660,414707.88204603177,78424.97,233802.57394999996,bathroom,62,62.257294429708224,High-end,1,1,0,0,0,0,0
536,660,414707.88204603177,78424.97,233802.57394999996,living room,125,102.63925729442971,High-end,1,0,0,0,1,0,0
537,912,414707.88204603177,68283.98999999999,259290.58804999996,bedroom,159,150.54205607476635,Budget-friendly,1,0,1,0,0,0,0
537,912,414707.88204603177,68283.98999999999,259290.58804999996,bathroom,79,75.78193146417445,Mid-range,1,1,0,0,0,0,0
537,912,414707.88204603177,68283.98999999999,259290.58804999996,kitchen,196,129.54205607476635,Mid-range,1,0,0,1,0,0,0
538,2159,413772.4007903968,200066.35,788200.4162999999,full renovation,2159,301.0,Mid-range,1,0,0,0,0,0,1
539,1192,414707.88204603177,93472.02,317838.90229999996,bedroom,191,190.006993006993,High-end,1,0,1,0,0,0,0
539,1192,414707.88204603177,93472.02,317838.90229999996,bedroom,189,190.006993006993,Mid-range,1,0,1,0,0,0,0
539,1192,414707.88204603177,93472.02,317838.90229999996,bathroom,106,92.58041958041957,High-end,1,1,0,0,0,0,0
540,943,411811.87474069337,78015.4,279270.0067,full renovation,943,133.5981308411215,Budget-friendly,1,0,0,0,0,0,1
541,958,411811.87474069337,72151.82,246675.9354,bedroom,170,156.5607476635514,Mid-range,1,0,1,0,0,0,0
541,958,411811.87474069337,72151.82,246675.9354,bathroom,90,78.64797507788163,Mid-range,1,1,0,0,0,0,0
541,958,411811.87474069337,72151.82,246675.9354,other/custom,200,135.5607476635514,High-end,1,0,0,0,0,1,0
542,1041,414396.62153522094,74455.22,375631.5267000001,bedroom,167,167.42056074766356,High-end,1,0,1,0,0,0,0
