renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,location,renovation_cost,pre_renovation_cost,post_renovation_description,sqft_renovated_num,sqft_to_add_num,post_renovation_value,reno_bathroom,reno_bedroom,reno_kitchen,reno_living_room,reno_other_custom,reno_full_renovation
"[""Bedroom"", ""Bathroom"", ""Living room""]",2,1,"{""bedrooms"": [133, 137], ""bathrooms"": [84], ""other"": {""Living room"": 174}}","{""bedrooms"": [113, 110], ""bathrooms"": [91], ""other"": {""Living room"": 188}}","{""bedrooms"": [1, 3], ""bathrooms"": [1], ""other"": {""Living room"": 1}}","[0, 0, 0, 1]",0.810195721438325,0.05546875,1.774745426482172,0.11446789785556995,the living room dining room and kitchen form a logical sequence each connected to the others through a central hallway the living rooms rectangular layout is defined by the straight line of the sideboard which aligns with the adjacent dining room door a linear arrangement of furniture creates a sense of order while the established proportions between the space and its contents ensure balance a doubleglazed window allows light to enter from the front elevation casting a subtle glow across the room the windows established position in relation to the adjacent wall minimizes visual disruption from the surrounding area the improved bathroom located at the rear of the property features a compact shower unit and a pedestal basin the positioning of the storage cabinet above the basin maintains a clear and unobstructed approach to the sink area while the aligned grab rail and adjacent towel rail demonstrate an understanding of the importance of practicality the living areas are wellpresented and the surrounding areas are wellmaintained creating an overall impression of coherence and readiness for occupation,1.504950495049505,2.075862068965517,378771.32377499994,1,1,0,1,0,0
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [109, 116, 69], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [86, 2, 114], ""other"": {}}","{""bathrooms"": [3, 3, 2]}","[1, 0, 0]",-0.706417842512517,0.02796875,-0.06324466453035739,-0.5534468201933058,the house appears wellpresented with an overall sense of balance achieved through a careful arrangement of furniture and decor the sitting room has a compact layout with a sofa positioned against one wall and a flatscreen television fixed above a builtin storage unit two windows on opposite sides of the room allow an even distribution of light while a wooden floor adds a sense of cohesion in the bathroom walls are painted a neutral shade and the fitted units are a matching colour to create a seamless look a shower is installed above the bath and the space benefits from good storage options in the form of shelves and cabinets the floor is vinyl laid in a simple pattern that complements the overall aesthetic of the space throughout the house the interior organisation is generally clear and accessible doors to the sleeping areas are positioned at the end of a short corridor and the space between them provides a brief pause before entering the first of these rooms each area maintains a sense of calm with carefully considered placement of furniture and minimal clutter,1.2079207920792079,1.303448275862069,247754.30649999998,1,0,0,0,0,0
"[""Bathroom"", ""Kitchen""]",0,3,"{""bedrooms"": [], ""bathrooms"": [118, 115, 86], ""other"": {""Kitchen"": 176}}","{""bedrooms"": [], ""bathrooms"": [33, 39, 38], ""other"": {""Kitchen"": 251}}","{""bathrooms"": [3, 1, 2], ""other"": {""Kitchen"": 1}}","[1, 1, 0, 1]",0.15293582157487484,0.0459375,1.0690127989814708,0.34241420504541675,floorboards polished to a warm sheen line the entrance hallway guiding the eye towards a central riser where the staircase unfolds in a gentle sweep the elegant curation of builtin cupboards beneath the stairs flanked by matching picture rails creates a sense of balance and order while a small window above the doorframe brings in a soft diffused light the kitchen is a masterclass in efficient layout where a wallmounted worktop alongside a stainless steel sink creates a seamless workflow a row of neatly aligned kitchen units in a pale wood finish forms the backdrop with adjacent cabinetry housing a builtin electric oven and a refrigerator placed prominently above the sink a glassfronted cabinet showcases fine china and glasses adding a touch of elegance a sense of harmony pervades the home achieved through the thoughtful balance of surfaces textures and hues a sequence of gently opening doors each leading to distinct areas of the home creates a sense of movement while the carefully considered placement of furniture and decorative elements  including discreet pendant lights  imbues the spaces with a sense of cohesion,1.3316831683168318,0.6689655172413793,412427.87079844915,1,0,1,0,0,0
"[""Bedroom"", ""Kitchen""]",2,0,"{""bedrooms"": [90, 124], ""bathrooms"": [], ""other"": {""Kitchen"": 126}}","{""bedrooms"": [171, 81], ""bathrooms"": [], ""other"": {""Kitchen"": 63}}","{""bedrooms"": [2, 2], ""other"": {""Kitchen"": 2}}","[1, 0, 1]",0.10195721438324988,0.05171875,0.3027740481322587,-0.1956737556974519,a calm and considered approach has been taken to the interior design of this residence with clear divisions between living spaces and functional areas the rearfacing lounge area features a modest lshaped sofa positioned under a window which receives southfacing light during the day the walls are painted a neutral cream colour and the wood flooring adds warmth to the space a sleek lowprofile television stand sits discreetly against one wall and the rooms tidy clutterfree appearance invites relaxation a large woodenframed mirror hangs above a sideboard creating the illusion of additional space one of the two improved bedrooms located at the front of the house showcases a thoughtfully arranged doublebedded layout a compact upholstered headboard is situated against the rear wall and a bedside table stands opposite minimal decor is evident with only a few carefully placed pieces of artwork adding visual interest to the space,0.8118811881188119,1.6482758620689655,313811.66995,0,1,1,0,0,0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 158}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 296}}","{""other"": {""Living room"": 3}}",[0],-0.4442421483841602,0.0534375,-0.5803522453035069,-0.6032728267625436,soft morning light filters through the combination of small windows and interior doors casting a gentle glow on the interior spaces the living room features a large builtin wooden unit with two doors that lead to a short hallway and a second room the rooms proportions are in balance with a wooden floor and a small fireplace the walls are painted in a neutral colour and the room is furnished with a threepiece suite and a coffee table a wellpresented staircase connects the living areas with the sleeping and bathing spaces upstairs throughout the home the emphasis on simplicity and restraint creates a sense of order and calm allowing each space to be used efficiently and effectively,-0.24752475247524752,-0.0896551724137931,207123.0697,0,0,0,1,0,0
"[""Bedroom""]",3,0,"{""bedrooms"": [159, 181, 191], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [70, 63, 32], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [3, 3, 3]}","[1, 1, 1]",0.5680473372781065,0.04984375,0.22667163001270307,-0.08135225878652975,the rooms are arranged in a clear and functional manner with defined spaces and a wellbalanced layout moving through the property its noticeable that the kitchen has been updated with a modern design featuring a compact lshaped layout a white worktop and a stainless steel sink the fitted units are a midtone wood finish and the contrasting countertops provide ample space for food preparation a builtin electric oven and gas hob are neatly integrated into the kitchens cabinetry adding a touch of modernity to the space the first of the three bedrooms is a calm retreat offering ample space for storage and featuring a large doubleglazed window that lets in a steady supply of daylight a comfortable double bed sits against one wall and a tall fitted wardrobe occupies the adjacent space providing a practical storage solution the room is wellproportioned and benefits from a welldefined layout that creates a sense of calm and serenity the overall presentation of the room is cohesive and wellmaintained creating a welcoming atmosphere thats ready for occupation,2.381188118811881,1.0482758620689656,323439.97015,0,1,0,0,0,0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 98}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 88}}","{""other"": {""Other/Custom"": 2}}",[1],-0.9740555302685481,0.02796875,-0.6613640971576228,-0.5974599999883606,rooms are arranged to flow naturally from the hallway with doors leading to separate sleeping and bathing spaces the kitchen features a compact arrangement of fitted units in a neutral wood tone complemented by granite worktops and a stainless steel sink flooring consists of highgloss laminate in a light grey finish which continues into the adjacent dining area a central island houses a builtin extractor fan and provides additional storage the dining area is defined by a builtin wardrobe with mirrored doors a consistent aesthetic is maintained throughout the property with wall colours flooring and furniture trim all in neutral shades each room contributes to a sense of calm and order with all surfaces free from clutter and accessories kept to a minimum,-0.24752475247524752,-0.0896551724137931,205901.54299999995,0,0,0,0,1,0
"[""Bathroom"", ""Kitchen""]",0,3,"{""bedrooms"": [], ""bathrooms"": [63, 65, 108], ""other"": {""Kitchen"": 225}}","{""bedrooms"": [], ""bathrooms"": [86, 18, 117], ""other"": {""Kitchen"": 34}}","{""bathrooms"": [3, 3, 3], ""other"": {""Kitchen"": 2}}","[1, 0, 0, 0]",-0.40418752844788347,0.046875,0.3382743902950257,0.054935926944582915,a keen sense of order prevails throughout the home with each room flowing neatly into the next the kitchen a central hub of the residence benefits from a recent refresh the walls are painted a crisp neutral white while the units crafted from a durable wood tone provide ample storage a gleaming strip of stainless steel adorns the countertop where a compact sink sits in harmony with a fourburner cooker the overall effect is one of streamlined functionality where every component is clearly assigned its place in the bathroom a modern vanity unit adds a touch of sophistication its smooth surface reflecting the gentle glow of the overhead lighting the shower enclosure is strategically positioned near the entrance creating a seamless pathway to the freestanding bath a tasteful selection of wall tiles in a subtle combination of grey and white adds visual interest to the space without overwhelming the senses,0.9207920792079208,1.4344827586206896,359179.7215,1,0,1,0,0,0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 230}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 63}}","{""other"": {""Living room"": 1}}",[1],0.3350022758306782,0.0709375,-0.538939171930998,1.1968756619868801,entering the home through the front door the openplan living area unfolds on the left with a short corridor leading directly to the sleeping spaces a central dividing wall separates the living space from the kitchen area which is equipped with a modestly sized electric cooker and sink the living room situated off the main corridor has a tall window with a traditional casement design allowing natural light to filter into the space a simple beigecoloured sofa sits along one wall facing a small oak television unit the rooms proportions are balanced by a woodenbacked bookshelf on the adjacent wall a combination of neutraltoned flooring and creamcoloured walls creates a calm atmosphere moving through the home the general presentation of the interior spaces is tidy and wellmaintained with a sense of functionality prevailing throughout,-0.24752475247524752,-0.0896551724137931,458253.17964999995,0,0,0,1,0,0
"[""Bathroom"", ""Living room""]",0,3,"{""bedrooms"": [], ""bathrooms"": [84, 110, 56], ""other"": {""Living room"": 199}}","{""bedrooms"": [], ""bathrooms"": [33, 33, 18], ""other"": {""Living room"": 136}}","{""bathrooms"": [1, 3, 1], ""other"": {""Living room"": 3}}","[1, 1, 1, 0]",-0.5880746472462449,0.0453125,0.47230009745928925,-0.6166208828780801,a sense of calm and order pervades this wellpresented home where thoughtful design has been employed to create a seamless flow between living areas the living room situated to the front of the property is a prime example of this approach measuring approximately 35 metres in length this room features a comfortable seating arrangement neatly integrated into a walltowall space floortoceiling windows allow natural light to flood the room drawing the eye to a wallmounted feature that provides additional shelving and display space a slender console table running along the wall adjacent to the entrance serves as a useful landing point for keys and other personal items overall the home presents as a thoughtful wellconsidered space its layout reflecting a clear understanding of how rooms should work together in harmony in this instance the deliberate use of space and subtle emphasis on functional zones create a sense of purpose and utility that is both reassuring and inviting,0.9900990099009901,0.4896551724137931,246164.53475939852,1,0,0,1,0,0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 425}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 6}}","{""other"": {""Living room"": 3}}",[1],0.5443786982248521,0.0534375,-0.6194235202714868,0.1952654334602798,a clear path leads through the main living space separating the hallway from the adjacent areas the entryway features a hardwood floor and a coat hook for hanging jackets to the left of the hallway is the kitchen where creamcoloured units and a white worktop create a simple functional space appliances are positioned for easy access and a stainless steel sink sits beneath a large window the adjacent dining area shares the same flooring and features a small table against a northfacing wall the improved living room sits on the first floor positioned above the kitchen it has a creampainted ceiling and a single window that faces east the rooms original fireplace has been preserved now housing a decorative electric fire the walls are painted a pale shade of blue and the hardwood floor matches the one below the homes presentation is clear and organised allowing each space to contribute to its overall coherence a subtle colour palette throughout the property creates a sense of consistency while each rooms purpose is welldefined overall the propertys layout is straightforward with a focus on ease of navigation and usability,-0.24752475247524752,-0.0896551724137931,317724.74015,0,0,0,1,0,0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 176}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 114}}","{""other"": {""Kitchen"": 2}}",[1],0.9176149294492489,0.05546875,-0.37859809374305764,0.6266590773386908,the layout of the house is designed to flow smoothly from the living room to the kitchen and back again creating a logical sequence of spaces for everyday use the kitchen has been upgraded with modern units that provide ample storage and a sleek granite worktop adds a touch of sophistication the stainless steel sink and faucet are conveniently positioned making it easy to clean up after meals a large window above the sink allows natural light to pour in illuminating the space and adding a sense of warmth throughout the house the floors are carpeted with a consistent neutralcoloured carpet that helps to create a sense of cohesion the walls are painted a soft neutral shade that complements the overall aesthetic the overall presentation is one of understated practicality where every element is carefully considered to enhance the usability and functionality of the space,-0.24752475247524752,-0.0896551724137931,393259.7438,0,0,1,0,0,0
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [77], ""other"": {""Other/Custom"": 274}}","{""bedrooms"": [], ""bathrooms"": [74], ""other"": {""Other/Custom"": 212}}","{""bathrooms"": [2], ""other"": {""Other/Custom"": 3}}","[0, 1]",0.06372325898953118,0.05015625,-0.14222993147947446,-0.45368496088021265,the groundfloor living space flows into the kitchen creating a functional layout that encourages natural movement throughout the area the kitchen features a wallmounted gas hob a single belfast sink and a set of fitted units providing ample storage space a separate dining area with a sliding door is situated just off the kitchen separating the two spaces while maintaining an open feel the bathroom on the ground floor features a white suite consisting of a lowlevel wc a single washbasin and a shower cubicle with a bifold door the walls are finished with ceramic tiles and a modern radiator provides a simple heating solution,0.13366336633663367,0.4206896551724138,252322.81010170674,1,0,0,0,1,0
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [88, 84], ""other"": {""Other/Custom"": 100}}","{""bedrooms"": [], ""bathrooms"": [112, 72], ""other"": {""Other/Custom"": 0}}","{""bathrooms"": [3, 1], ""other"": {""Other/Custom"": 3}}","[0, 0, 1]",1.181611288120164,0.0709375,0.8731485801701054,1.6721306651527776,a central corridor sets the tone for a wellconsidered layout separating the main living spaces from the more private areas of the home the living room with its generous proportions features a woodburning stove situated between two large windows allowing the space to be defined by a mix of natural and artificial light a set of glazed doors leads out to a separate dining area creating a fluid transition between different zones within the room a mix of fitted and freestanding storage solutions maintains the rooms sense of calm and order a matching set of cabinets and countertops serves the adjacent kitchen area providing ample worktop space and a builtin refrigerator moving upstairs the bathroom is a wellappointed space boasting a corner shower with a folding door and a large vanity unit below the window the walls are painted a light neutral colour while the floor is covered in a patterned ceramic tile a heated towel rail and a ladderstyle radiator ensure a comfortable temperature and a mirror above the sink adds a touch of practicality to the space,0.6039603960396039,1.1793103448275861,610478.5689429585,1,0,0,0,1,0
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [83, 38], ""other"": {""Other/Custom"": 98}}","{""bedrooms"": [], ""bathrooms"": [1, 16], ""other"": {""Other/Custom"": 224}}","{""bathrooms"": [1, 1], ""other"": {""Other/Custom"": 1}}","[1, 0, 1]",-0.216659080564406,0.0415625,0.5609947001426268,-0.10075022027431571,double doors from the hallway lead directly into a spacious reception room with a large window situated opposite allowing a soft glow to penetrate the space and draw the eye towards the exterior the rooms proportions are wellbalanced with the window frame providing a subtle contrast to the surrounding creamcoloured walls a compact carpeted area adjacent to the window serves as a seating area while the remainder of the room is occupied by a comfortable expanse of floor space the principal sleeping area is located just off the reception room with its own adjacent space that features a newly refitted ensuite bathroom the bathrooms fresh white suite and walltowall tiles contribute to a crisp easytomaintain aesthetic while the incorporation of a lowlevel basin and builtin shelving above the bath serves to create a sense of balance within the space the overall presentation of the property is one of quiet cohesion where the emphasis is placed on straightforward intuitive navigation from one space to the next there is a clear visual distinction between different areas with subtle divisions created by the use of doorways and dividing walls to demarcate distinct zones within the home,0.35148514851485146,0.027586206896551724,306078.6920848018,1,0,0,0,1,0
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 346, ""Kitchen"": 338}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 292, ""Kitchen"": 65}}","{""other"": {""Living room"": 2, ""Kitchen"": 3}}","[1, 1]",0.6244879380974055,0.0709375,-0.08437206410448048,1.363537478932813,the hallway is accessed through a front door and leads directly into the living space a short corridor to the side connects the front and back of the house the living room has a tall ceiling large window at the front and a door to the side that opens into the hallway the room is carpeted and contains a builtin wardrobe with a sliding door a radiator and a television point a door from the living room leads into the dining area and another door leads into the kitchen the kitchen has a work surface on one side builtin cupboards on the other and a kitchen sink there is a large window above the sink that looks out to the rear of the house a door from the kitchen leads into a small utility room with a work surface a builtin cupboard and a window above,-0.24752475247524752,-0.0896551724137931,505422.4947999999,0,0,1,1,0,0
"[""Bedroom"", ""Bathroom""]",2,2,"{""bedrooms"": [162, 117], ""bathrooms"": [95, 73], ""other"": {}}","{""bedrooms"": [35, 240], ""bathrooms"": [68, 48], ""other"": {}}","{""bedrooms"": [3, 1], ""bathrooms"": [2, 1]}","[0, 0, 0, 0]",0.5716886663632226,0.0534375,1.0193101722725204,0.0589999444222003,the streetfacing elevation reveals a thoughtful arrangement of window placement with each window framed by a neat plain surround the homes living areas are divided into distinct spaces with a clear separation between the front room and the adjacent kitchen the kitchen features a simple whitetiled wall with a stainless steel sink unit the improved second bedroom has a smart pale bluepainted door and a neatly laid laminate floor in the upgraded bathroom the grey ceramic tiles are wellmaintained and a glazed shower cubicle provides ample space for personal hygiene,1.9653465346534653,2.606896551724138,363457.0995624999,1,1,0,0,0,0
"[""Bedroom""]",2,0,"{""bedrooms"": [121, 92], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [171, 117], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [3, 3]}","[1, 1]",0.378698224852071,0.05546875,-0.16824727045223276,0.004624487578507397,a path of doorways leads from the front entrance through to the rear of the house the doorway gives way to a short corridor from which two rooms branch off to either side their doors positioned almost at right angles to each other one of the bedrooms has been adapted to include builtin storage a continuation of the adjacent walls line the walls and floor are painted a single colour a double bed occupies the centre of the room its headboard positioned along the wall opposite the entrance the houses proportions have been maintained throughout with the exception of one wall in the living room where a section has been removed to create a narrower doorway this doorway serves as an access point to a small area at the rear from which its possible to exit to a defined outdoor space,0.806930693069307,1.896551724137931,328370.834,0,1,0,0,0,0
"[""Bedroom""]",3,0,"{""bedrooms"": [89, 182, 151], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [159, 136, 150], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [2, 1, 1]}","[1, 0, 1]",0.42239417387346384,0.0709375,0.492094778322348,0.9194578385648239,a clear and deliberate organisation flows through the interior of this home the lounge is positioned at the front with a large window framing a view of the surrounding streets beyond it a doorway leads to a dining area defined by a discreetly placed partition creating a clear separation of spaces without altering the rooms proportions a small kitchenette follows its layout designed for functional efficiency with minimal obstructions one of the three bedrooms has been improved with a large builtin wardrobe and a lightly tinted window its proportions balancing the rooms layout and controlling the amount of natural light a secondary window at the opposite side creates a secondary focal point subtly breaking the rooms symmetry throughout the home clear sight lines and deliberate spatial organisation maintain a sense of cohesion with each room flowing smoothly into the next,1.8415841584158417,2.9793103448275864,480066.90735,0,1,0,0,0,0
"[""Bedroom"", ""Bathroom""]",1,3,"{""bedrooms"": [118], ""bathrooms"": [85, 73, 42], ""other"": {}}","{""bedrooms"": [100], ""bathrooms"": [78, 75, 118], ""other"": {}}","{""bedrooms"": [2], ""bathrooms"": [2, 2, 2]}","[0, 0, 1, 0]",0.10559854346836596,0.0684375,0.7240745673217687,0.5119065614975629,the front door leads directly into a spacious hallway with a central banister where a set of stairs curves gently upwards to the first floor wood flooring runs the length of the hallway transitioning smoothly into the adjacent living area a large window in the lounge fills the space with warm natural light casting a gentle glow over the rooms contents the fireplace adorned with a period surround anchors the space while builtin storage units keep belongings tidy and out of sight the adjacent dining area features a simple yet effective builtin cabinet and a polished wood table the first floor landing provides access to the main sleeping areas the main bedroom features a large builtin wardrobe with sliding doors and a wellproportioned window seat taking advantage of the adjacent view the adjacent bathroom has a freestanding bath a wallmounted sink and a wc with a lowlevel cistern each contributing to a refined and practical overall aesthetic,1.3267326732673268,2.4689655172413794,428378.88670000003,1,1,0,0,0,0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 288}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 104}}","{""other"": {""Other/Custom"": 3}}",[1],-1.5329995448338645,0.02578125,-0.6759425563046606,-1.039956764254687,a clear line of sight runs across the openplan living area to the kitchen where morning sunlight streams in through the small doubleglazed window above the sink the galley kitchens layout is carefully considered with a compact breakfast bar and a builtin larder to one side of the units the units themselves are a muted grey and made of a highquality melamine space above and below the units is used efficiently for storage a simple roundedtopped table stands at the rear of the kitchen providing a surface for meals and informal activities throughout the property a neutral colour scheme is maintained punctuated by the occasional addition of a pale blue tone functional items such as radiators and light switches blend into the surrounding décor ensuring a cohesive and uncluttered presentation,-0.24752475247524752,-0.0896551724137931,144197.6872,0,0,0,0,1,0
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 386, ""Kitchen"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 9, ""Kitchen"": 51}}","{""other"": {""Living room"": 2, ""Kitchen"": 3}}","[1, 1]",-0.47337278106508873,0.0415625,-0.2956617544381935,-0.11809333083863681,the homes façade presents a considered approach to its internal layout upon closer inspection the designs thoughtfulness becomes apparent guiding the visitor through a series of wellproportioned spaces the living room benefits from its existing layout with the kitchen and dining area situated conveniently to one side a large window dominates one wall allowing natural light to filter through and illuminate the space furniture and builtin cabinetry have been carefully positioned to create a sense of flow effortlessly linking the adjacent areas a discreetly positioned door leads to a generous storage area efficiently managing the rooms builtin features throughout a wellplanned approach to the homes organisation is evident with practical considerations taking centre stage,-0.24752475247524752,-0.0896551724137931,288268.481025,0,0,1,1,0,0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 134}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 189}}","{""other"": {""Kitchen"": 2}}",[0],-1.076012744651798,0.05015625,-0.632000010242787,-1.0569648076135183,the living spaces are arranged in a straightforward sequence with a central hallway leading to the front room on the left and the kitchen at the rear the kitchen is compact but wellpresented with laminate worktops and a gas cooker white units are fitted with cupboards and drawers providing ample storage a stainless steel sink is situated under a window allowing for a view of the surrounding area tiling on the walls and floor adds a touch of organisation to the space the interior has a calm and uncluttered feel with a lack of unnecessary embellishments overall the property presents well and appears to be ready for occupation,-0.24752475247524752,-0.0896551724137931,146343.97415,0,0,1,0,0,0
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [53], ""other"": {""Other/Custom"": 204}}","{""bedrooms"": [], ""bathrooms"": [37], ""other"": {""Other/Custom"": 3}}","{""bathrooms"": [2], ""other"": {""Other/Custom"": 1}}","[1, 1]",-0.25489303595812474,0.05015625,-0.09712879407996686,-0.5728634046087089,the floor layout is carefully planned to encourage movement through the property with clear routes linking each room a central doorway leads into the living space where a simple arrangement of furniture creates a sense of flow the builtin shelving units line the wall in a uniform pattern providing ample storage and a sense of cohesion the walls themselves are painted a muted tone allowing the furniture to take centre stage moving through the property the focus shifts to the bathroom which benefits from a modern suite the rooms proportions are neatly balanced with a compact sink unit positioned alongside a freestanding bath above the bath a decorative shelf creates a subtle visual break drawing the eye upwards the overall effect is one of understated refinement,0.01485148514851485,0.16551724137931034,229764.92373316875,1,0,0,0,1,0
"[""Bedroom""]",4,0,"{""bedrooms"": [136, 151, 130, 125], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [96, 99, 68, 22], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [1, 1, 2, 2]}","[0, 1, 1, 1]",-0.3022303140646336,0.05421875,0.6970996930013805,-0.27180915776645903,sweeping along the hallway the generous main living space stretches to the rear of the property its broad dimensions illuminated by the pull of natural light as it draws through the large window above the seating area to the rear of the property a double bedroom boasts an elegant lowangled ceiling balanced by crisp white plasterwork the expansive wallmounted storage unit offers ample space for storage and display complementing the double builtin wardrobe a desirable feature of this room is its proximity to the adjacent bathroom creating a convenient and efficient layout for daily routines the propertys interior has been carefully arranged to promote a sense of flow and cohesion as evidenced by the symmetrical balance of the layout and the deliberate positioning of each room in relation to the others careful attention has been given to the presentation of the property with each room featuring a tasteful arrangement of fixtures and fittings that enhance the overall aesthetic without drawing attention away from the intrinsic qualities of the built environment,2.4356435643564356,1.8758620689655172,301710.5893,0,1,0,0,0,0
"[""Bedroom"", ""Kitchen""]",1,0,"{""bedrooms"": [101], ""bathrooms"": [], ""other"": {""Kitchen"": 226}}","{""bedrooms"": [146], ""bathrooms"": [], ""other"": {""Kitchen"": 245}}","{""bedrooms"": [3], ""other"": {""Kitchen"": 2}}","[0, 1]",0.813837050523441,0.05421875,0.27556771987432255,0.7354076631601247,the kitchen dining area and living space are arranged in an openplan configuration creating a clear visual connection between these rooms the kitchen is located at the rear of the property with a wallmounted gas hob and electric oven tiled splashbacks and walls in a white ceramic finish complement the laminated worktops a floortoceiling window above the sink allows natural light to enter the living space has a large window at the front of the property offering views out onto the street builtin storage units with glassfronted display cabinets line one wall adding visual interest a television point is located above the builtin unit,0.2524752475247525,0.9172413793103448,455048.351840535,0,1,1,0,0,0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 135, ""Other/Custom"": 206}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 163, ""Other/Custom"": 163}}","{""other"": {""Kitchen"": 2, ""Other/Custom"": 1}}","[1, 1]",-0.5243513882567137,0.05546875,-0.17096243495159322,-0.5869001453170318,the flow of the ground floor is largely linear with the lounge situated at the front and the kitchen leading directly off it to the rear from here a narrow corridor gives access to a family bathroom and the two bedrooms one of which is slightly larger than the other the kitchen recently improved features a mix of modern and older units including a builtin oven and a compact dishwasher a separate space to the rear often used as a dining area benefits from a southfacing window providing some natural light a compact work surface recently added accommodates the sink which has also been updated the overall presentation is neat and tidy with minimal clutter throughout despite some limited constraints the interior space has been carefully utilised to accommodate a comfortable living space while also allowing for some separation between the different areas,-0.24752475247524752,-0.0896551724137931,222685.385675,0,0,1,0,1,0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 423, ""Other/Custom"": 252}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 408, ""Other/Custom"": 66}}","{""other"": {""Living room"": 1, ""Other/Custom"": 3}}","[0, 0]",0.36413290851160673,0.05421875,0.0020813507724484954,0.6320144784532729,the floor plan is arranged to create an efficient flow between rooms guiding the eye along the central hallway and out to the adjacent spaces a large lshaped living room occupies one side of the floor plan its proportions carefully maintained in the combination of creampainted walls beige carpeting and timberframed windows each piece of furniture from the twoseater sofa to the matching armchair is positioned to create a harmonious balance of spaces and negative space soft furnishings and artwork add depth and visual interest to the room while a comfortable seating area fosters relaxation as you move through the property the wellpresented nature of each room is evident in the consistent use of highquality finishes and careful attention to detail the arrangement of furniture in each space encourages a sense of flow and cohesion while the restraint shown in the selection of decor allows each room to breathe and feel spacious,-0.24752475247524752,-0.0896551724137931,390698.69249999995,0,0,0,1,1,0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 283}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 99}}","{""other"": {""Other/Custom"": 2}}",[0],-0.03459262630860264,0.0459375,-0.6013565662313252,0.5309995725456146,the front façade presents a thoughtful balance of texture and tone mature greenery frames the narrow frontage while decorative brickwork defines the façades rhythm a tasteful combination of window styles contributes to a sense of visual interest moving through the property a practical openplan kitchen leads directly into a spacious dining area customdesigned units in a midtone wood finish provide ample storage while wallmounted cabinets maintain a sense of openness the layout encourages easy movement between the adjacent living space where neutralhued walls and a minimalist approach to furniture create a sense of calm throughout the property a considered approach to internal organisation has yielded a seamless flow of space walls separating sleeping areas are painted a soothing shade providing a quiet refuge from the bustling main areas in the kitchen carefully placed planters soften the lines of the units subtly breaking up the space,-0.24752475247524752,-0.0896551724137931,364550.70014999993,0,0,0,0,1,0
