renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,location,renovation_cost,pre_renovation_cost
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 97}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 19}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No""]",1724,Wigan,39364.71,362040.0
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [35, 47], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [16, 7], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly""], ""other"": {}}","[""Yes"", ""Yes""]",913,Stretford,40476.88,301290.0
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [104, 63], ""other"": {""Other/Custom"": 152}}","{""bedrooms"": [], ""bathrooms"": [57, 119], ""other"": {""Other/Custom"": 61}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""No""]",1719,Bolton,130595.85,270742.5
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 258, ""Kitchen"": 281, ""Other/Custom"": 186}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 141, ""Kitchen"": 22, ""Other/Custom"": 298}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""High-end""}}","[""Yes"", ""Yes"", ""No""]",1702,Stockport,137026.12,331890.0
"[""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [68], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [80], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {}}","[""Yes""]",731,Oldham,25238.24,146200.0
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [113], ""other"": {""Other/Custom"": 146}}","{""bedrooms"": [], ""bathrooms"": [62], ""other"": {""Other/Custom"": 162}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes"", ""No""]",1117,Withington,52089.6,303824.0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 423, ""Other/Custom"": 252}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 408, ""Other/Custom"": 66}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",1454,Stretford,62878.82,407847.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 263}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 15}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes""]",710,Didsbury,22224.43,328020.0
"[""Bedroom""]",4,0,"{""bedrooms"": [109, 147, 203, 99], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [81, 112, 127, 31], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]",1420,Rochdale,107508.2,202350.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 153}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 187}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No""]",990,Levenshulme,23491.89,315810.0
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 290, ""Kitchen"": 158, ""Other/Custom"": 233}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 52, ""Kitchen"": 41, ""Other/Custom"": 131}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes"", ""Yes""]",762,Stockport,66575.37999999999,168402.0
"[""Full renovation""]",5,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1157}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 198}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""Yes""]",1580,Wigan,241586.14,248850.0
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [72], ""other"": {""Other/Custom"": 287}}","{""bedrooms"": [], ""bathrooms"": [16], ""other"": {""Other/Custom"": 92}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",883,Trafford,47076.0,292714.5
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [89], ""other"": {""Other/Custom"": 119}}","{""bedrooms"": [], ""bathrooms"": [22], ""other"": {""Other/Custom"": 26}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",1105,Prestwich,62291.91,281775.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 321}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 230}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes""]",2320,Cheadle,47808.86,808520.0
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [66], ""other"": {""Other/Custom"": 180}}","{""bedrooms"": [], ""bathrooms"": [70], ""other"": {""Other/Custom"": 224}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes""]",1263,Bolton,55069.34,225445.5
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [69], ""other"": {""Kitchen"": 124}}","{""bedrooms"": [], ""bathrooms"": [102], ""other"": {""Kitchen"": 162}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""Yes""]",1653,Cheadle,81885.51000000001,508297.5
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 364}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 398}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No""]",1399,Stretford,37452.35,461670.0
"[""Full renovation""]",5,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1242}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 315}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""Yes""]",1439,Ashton-under-Lyne,225186.95,232038.75
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 326, ""Other/Custom"": 136}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 136, ""Other/Custom"": 100}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes""]",1365,Altrincham,60915.78,487305.0
"[""Bedroom""]",2,0,"{""bedrooms"": [210, 179], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [108, 185], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""No"", ""No""]",1027,Oldham,48526.16,174590.0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 322, ""Other/Custom"": 193}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 63, ""Other/Custom"": 69}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",1248,Chorlton,55325.43,424320.0
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [50, 93], ""other"": {""Other/Custom"": 84}}","{""bedrooms"": [], ""bathrooms"": [21, 87], ""other"": {""Other/Custom"": 293}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes"", ""Yes""]",1360,Cheadle,85399.56,418200.0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 161, ""Other/Custom"": 115}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 282, ""Other/Custom"": 34}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1702,Altrincham,95639.0,536130.0
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [110], ""other"": {""Living room"": 413}}","{""bedrooms"": [], ""bathrooms"": [65], ""other"": {""Living room"": 57}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",809,Sale,40319.509999999995,299330.0
"[""Bedroom"", ""Kitchen""]",2,0,"{""bedrooms"": [166, 203], ""bathrooms"": [], ""other"": {""Kitchen"": 285}}","{""bedrooms"": [217, 159], ""bathrooms"": [], ""other"": {""Kitchen"": 75}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""Yes"", ""Yes""]",2146,Altrincham,123341.41,675990.0
"[""Bedroom"", ""Kitchen""]",4,0,"{""bedrooms"": [147, 167, 151, 173], ""bathrooms"": [], ""other"": {""Kitchen"": 313}}","{""bedrooms"": [158, 194, 90, 35], ""bathrooms"": [], ""other"": {""Kitchen"": 68}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes"", ""No""]",2461,Altrincham,201606.72,775215.0
"[""Bathroom"", ""Living room""]",0,2,"{""bedrooms"": [], ""bathrooms"": [105, 55], ""other"": {""Living room"": 405}}","{""bedrooms"": [], ""bathrooms"": [68, 16], ""other"": {""Living room"": 148}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes"", ""Yes""]",850,Oldham,66432.14,144500.0
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,"{""bedrooms"": [186, 132], ""bathrooms"": [81], ""other"": {""Other/Custom"": 280}}","{""bedrooms"": [65, 154], ""bathrooms"": [65], ""other"": {""Other/Custom"": 104}}","{""bedrooms"": [""High-end"", ""Mid-range""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]",1211,Chorlton,108744.86,363300.0
"[""Bedroom"", ""Bathroom""]",2,2,"{""bedrooms"": [204, 103], ""bathrooms"": [88, 40], ""other"": {}}","{""bedrooms"": [194, 98], ""bathrooms"": [120, 43], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Mid-range""], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {}}","[""No"", ""No"", ""No"", ""Yes""]",2041,Trafford,166363.82,596992.5
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 227}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 250}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""Yes""]",2267,Altrincham,60482.34,809319.0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 196, ""Other/Custom"": 186}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 106, ""Other/Custom"": 220}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1351,Wigan,53277.31,241153.5
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [168], ""bathrooms"": [], ""other"": {""Other/Custom"": 206}}","{""bedrooms"": [182], ""bathrooms"": [], ""other"": {""Other/Custom"": 161}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",1003,Cheadle,59539.06,349545.5
"[""Bathroom"", ""Kitchen""]",0,2,"{""bedrooms"": [], ""bathrooms"": [100, 40], ""other"": {""Kitchen"": 205}}","{""bedrooms"": [], ""bathrooms"": [4, 34], ""other"": {""Kitchen"": 244}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""High-end""], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes"", ""Yes"", ""Yes""]",1004,Didsbury,71929.99,316260.0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 184, ""Other/Custom"": 150}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 312, ""Other/Custom"": 3}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1486,Sale,69952.54000000001,467347.0
"[""Full renovation""]",4,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1144}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 88}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""Yes""]",1546,Stretford,225025.71,382635.0
"[""Bedroom"", ""Bathroom""]",2,2,"{""bedrooms"": [206, 165], ""bathrooms"": [106, 117], ""other"": {}}","{""bedrooms"": [242, 131], ""bathrooms"": [93, 68], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Mid-range""], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {}}","[""Yes"", ""No"", ""Yes"", ""No""]",2149,Trafford,166762.76,628582.5
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [201], ""bathrooms"": [], ""other"": {""Other/Custom"": 246}}","{""bedrooms"": [217], ""bathrooms"": [], ""other"": {""Other/Custom"": 156}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1086,Withington,55101.69,295392.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 262}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 260}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes""]",1029,Levenshulme,34130.66,298410.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 179}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 101}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes""]",1073,Wigan,24302.84,247863.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 245}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 122}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes""]",990,Rochdale,23113.51,206910.0
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [207], ""bathrooms"": [], ""other"": {""Living room"": 164}}","{""bedrooms"": [111], ""bathrooms"": [], ""other"": {""Living room"": 248}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""No""]",1793,Stockport,83226.4,349635.0
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [136], ""bathrooms"": [], ""other"": {""Other/Custom"": 148}}","{""bedrooms"": [205], ""bathrooms"": [], ""other"": {""Other/Custom"": 57}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",1549,Stockport,60896.97,342329.0
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [94, 46, 97], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [99, 52, 80], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end""], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]",675,Salford,65482.14,160650.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 222}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 53}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes""]",1039,Bolton,27458.29,218190.0
"[""Bedroom""]",2,0,"{""bedrooms"": [128, 156], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [157, 49], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""Yes""]",790,Levenshulme,46094.51,194735.0
"[""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [45], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [13], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {}}","[""No""]",751,Chorlton,21563.19,330440.0
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [100], ""bathrooms"": [], ""other"": {""Other/Custom"": 162}}","{""bedrooms"": [23], ""bathrooms"": [], ""other"": {""Other/Custom"": 75}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",1558,Wigan,51910.61,278103.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 195}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 302}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""No""]",1509,Bury,32377.97,347070.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 105}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 136}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes""]",663,Oldham,22720.2,145860.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 105}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 109}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes""]",1096,Trafford,27458.29,427440.0
"[""Bedroom"", ""Bathroom""]",3,3,"{""bedrooms"": [156, 89, 85], ""bathrooms"": [91, 46, 90], ""other"": {}}","{""bedrooms"": [50, 155, 240], ""bathrooms"": [91, 1, 116], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""High-end""], ""bathrooms"": [""Mid-range"", ""High-end"", ""Budget-friendly""], ""other"": {}}","[""Yes"", ""Yes"", ""No"", ""Yes"", ""Yes"", ""No""]",2416,Cheadle,251490.84,742920.0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 259, ""Other/Custom"": 300}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 145, ""Other/Custom"": 26}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""No""]",912,Cheadle,43476.56,373920.0
"[""Bathroom"", ""Other/Custom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [107, 102, 107], ""other"": {""Other/Custom"": 213}}","{""bedrooms"": [], ""bathrooms"": [78, 48, 26], ""other"": {""Other/Custom"": 233}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end"", ""Budget-friendly""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]",1578,Oldham,121413.09,236700.0
"[""Bedroom""]",1,0,"{""bedrooms"": [191], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [44], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {}}","[""Yes""]",731,Levenshulme,22720.2,233189.0
"[""Bathroom"", ""Living room""]",0,3,"{""bedrooms"": [], ""bathrooms"": [36, 50, 58], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [16, 17, 84], ""other"": {""Living room"": 31}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""Yes"", ""Yes"", ""Yes""]",1754,Cheadle,157841.84999999998,539355.0
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [81], ""other"": {""Other/Custom"": 114}}","{""bedrooms"": [], ""bathrooms"": [48], ""other"": {""Other/Custom"": 143}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",813,Levenshulme,40518.47,235770.0
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [84, 44], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [111, 73], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end""], ""other"": {}}","[""Yes"", ""Yes""]",1280,Rochdale,64322.56,206720.0
"[""Bedroom""]",3,0,"{""bedrooms"": [182, 145, 84], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [44, 168, 214], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""High-end"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]",1578,Bolton,97017.96,248535.0
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [104], ""other"": {""Living room"": 437}}","{""bedrooms"": [], ""bathrooms"": [13], ""other"": {""Living room"": 357}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1254,Didsbury,54619.7,447678.0
"[""Bedroom""]",3,0,"{""bedrooms"": [118, 98, 120], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [173, 202, 82], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {}}","[""No"", ""No"", ""Yes""]",1312,Ashton-under-Lyne,91939.01,211560.0
"[""Bathroom"", ""Kitchen""]",0,2,"{""bedrooms"": [], ""bathrooms"": [119, 105], ""other"": {""Kitchen"": 292}}","{""bedrooms"": [], ""bathrooms"": [17, 81], ""other"": {""Kitchen"": 26}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes""]",1926,Sale,119130.44,534465.0
"[""Bedroom"", ""Other/Custom""]",3,0,"{""bedrooms"": [186, 85, 159], ""bathrooms"": [], ""other"": {""Other/Custom"": 80}}","{""bedrooms"": [61, 208, 32], ""bathrooms"": [], ""other"": {""Other/Custom"": 155}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""Yes"", ""No"", ""Yes""]",1987,Sale,167907.07,551392.5
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 132}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 115}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes""]",1755,Altrincham,38251.52,737100.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 218}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 55}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No""]",1049,Bolton,24015.22,242319.0
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",1,1,"{""bedrooms"": [188], ""bathrooms"": [56], ""other"": {""Kitchen"": 181}}","{""bedrooms"": [86], ""bathrooms"": [69], ""other"": {""Kitchen"": 144}}","{""bedrooms"": [""High-end""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""No"", ""Yes""]",1550,Bury,95308.59,267375.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 243}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 265}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes""]",1765,Sale,44452.41,653050.0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 154, ""Other/Custom"": 201}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 18, ""Other/Custom"": 246}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",1235,Chorlton,57582.31,419900.0
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [173], ""bathrooms"": [], ""other"": {""Living room"": 262}}","{""bedrooms"": [179], ""bathrooms"": [], ""other"": {""Living room"": 357}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No""]",2355,Altrincham,98302.32,741825.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 308}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 200}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes""]",581,Manchester City Centre,24730.79,223685.0
